"時点","地域コード","地域","延べ宿泊者数（総数）【人泊】","注記"
"2009年4月","04000","宮城県","466540",""
"2009年5月","04000","宮城県","572670",""
"2009年6月","04000","宮城県","531930",""
"2009年7月","04000","宮城県","542530",""
"2009年8月","04000","宮城県","723620",""
"2009年9月","04000","宮城県","578570",""
"2009年10月","04000","宮城県","634840",""
"2009年11月","04000","宮城県","566810",""
"2009年12月","04000","宮城県","515810",""
"2010年1月","04000","宮城県","478530",""
"2010年2月","04000","宮城県","495840",""
"2010年3月","04000","宮城県","580030",""
"2010年4月","04000","宮城県","503850",""
"2010年5月","04000","宮城県","601370",""
"2010年6月","04000","宮城県","583310",""
"2010年7月","04000","宮城県","629160",""
"2010年8月","04000","宮城県","801700",""
"2010年9月","04000","宮城県","638950",""
"2010年10月","04000","宮城県","689760",""
"2010年11月","04000","宮城県","636860",""
"2010年12月","04000","宮城県","600090",""
"2011年1月","04000","宮城県","614400",""
"2011年2月","04000","宮城県","652860",""
"2011年3月","04000","宮城県","468240",""
"2011年4月","04000","宮城県","761120",""
"2011年5月","04000","宮城県","956020",""
"2011年6月","04000","宮城県","886690",""
"2011年7月","04000","宮城県","913210",""
"2011年8月","04000","宮城県","986480",""
"2011年9月","04000","宮城県","863460",""
"2011年10月","04000","宮城県","921640",""
"2011年11月","04000","宮城県","889680",""
"2011年12月","04000","宮城県","874790",""
"2012年1月","04000","宮城県","730140",""
"2012年2月","04000","宮城県","758250",""
"2012年3月","04000","宮城県","882880",""
"2012年4月","04000","宮城県","753630",""
"2012年5月","04000","宮城県","792770",""
"2012年6月","04000","宮城県","795690",""
"2012年7月","04000","宮城県","843200",""
"2012年8月","04000","宮城県","1014870",""
"2012年9月","04000","宮城県","860690",""
"2012年10月","04000","宮城県","895860",""
"2012年11月","04000","宮城県","894470",""
"2012年12月","04000","宮城県","820110",""
"2013年1月","04000","宮城県","865260",""
"2013年2月","04000","宮城県","920090",""
"2013年3月","04000","宮城県","1115510",""
"2013年4月","04000","宮城県","861520",""
"2013年5月","04000","宮城県","907970",""
"2013年6月","04000","宮城県","879690",""
"2013年7月","04000","宮城県","879300",""
"2013年8月","04000","宮城県","1116480",""
"2013年9月","04000","宮城県","934060",""
"2013年10月","04000","宮城県","975510",""
"2013年11月","04000","宮城県","973510",""
"2013年12月","04000","宮城県","906090",""
"2014年1月","04000","宮城県","716050",""
"2014年2月","04000","宮城県","697680",""
"2014年3月","04000","宮城県","869980",""
"2014年4月","04000","宮城県","761330",""
"2014年5月","04000","宮城県","833220",""
"2014年6月","04000","宮城県","824600",""
"2014年7月","04000","宮城県","920450",""
"2014年8月","04000","宮城県","1118000",""
"2014年9月","04000","宮城県","921950",""
"2014年10月","04000","宮城県","894480",""
"2014年11月","04000","宮城県","891600",""
"2014年12月","04000","宮城県","810440",""
"2015年1月","04000","宮城県","733490",""
"2015年2月","04000","宮城県","727350",""
"2015年3月","04000","宮城県","886640",""
"2015年4月","04000","宮城県","779300",""
"2015年5月","04000","宮城県","899620",""
"2015年6月","04000","宮城県","864950",""
"2015年7月","04000","宮城県","973970",""
"2015年8月","04000","宮城県","1129900",""
"2015年9月","04000","宮城県","1003090",""
"2015年10月","04000","宮城県","998180",""
"2015年11月","04000","宮城県","941420",""
"2015年12月","04000","宮城県","882780",""
"2016年1月","04000","宮城県","710840",""
"2016年2月","04000","宮城県","733430",""
"2016年3月","04000","宮城県","860360",""
"2016年4月","04000","宮城県","784160",""
"2016年5月","04000","宮城県","794170",""
"2016年6月","04000","宮城県","791380",""
"2016年7月","04000","宮城県","842020",""
"2016年8月","04000","宮城県","992560",""
"2016年9月","04000","宮城県","805580",""
"2016年10月","04000","宮城県","879330",""
"2016年11月","04000","宮城県","800120",""
"2016年12月","04000","宮城県","771140",""
"2017年1月","04000","宮城県","711700",""
"2017年2月","04000","宮城県","724050",""
"2017年3月","04000","宮城県","859740",""
"2017年4月","04000","宮城県","773920",""
"2017年5月","04000","宮城県","826470",""
"2017年6月","04000","宮城県","807740",""
"2017年7月","04000","宮城県","909670",""
"2017年8月","04000","宮城県","1107960",""
"2017年9月","04000","宮城県","841730",""
"2017年10月","04000","宮城県","848430",""
"2017年11月","04000","宮城県","803250",""
"2017年12月","04000","宮城県","766170",""
"2018年1月","04000","宮城県","713960",""
"2018年2月","04000","宮城県","735370",""
"2018年3月","04000","宮城県","879740",""
"2018年4月","04000","宮城県","832330",""
"2018年5月","04000","宮城県","832060",""
"2018年6月","04000","宮城県","840220",""
"2018年7月","04000","宮城県","878830",""
"2018年8月","04000","宮城県","1085290",""
"2018年9月","04000","宮城県","924930",""
"2018年10月","04000","宮城県","928900",""
"2018年11月","04000","宮城県","897770",""
"2018年12月","04000","宮城県","856000",""
"2019年1月","04000","宮城県","739430",""
"2019年2月","04000","宮城県","741020",""
"2019年3月","04000","宮城県","888780",""
"2019年4月","04000","宮城県","899770",""
"2019年5月","04000","宮城県","902720",""
"2019年6月","04000","宮城県","930330",""
"2019年7月","04000","宮城県","925320",""
"2019年8月","04000","宮城県","1139710",""
"2019年9月","04000","宮城県","902760",""
"2019年10月","04000","宮城県","959300",""
"2019年11月","04000","宮城県","988170",""
"2019年12月","04000","宮城県","916790",""
"2020年1月","04000","宮城県","697760","速報"
"2020年2月","04000","宮城県","713750","速報"
"2020年3月","04000","宮城県","515460","速報"
"2020年4月","04000","宮城県","227820","速報"
"2020年5月","04000","宮城県","200620","速報"
"2020年6月","04000","宮城県","345940","速報"
"2020年7月","04000","宮城県","467040","速報"
"2020年8月","04000","宮城県","583390","速報"
"2020年9月","04000","宮城県","545590","速報"
"2020年10月","04000","宮城県","715060","速報"
"2020年11月","04000","宮城県","699110","速報"
"2020年12月","04000","宮城県","594650","速報"
"2007年1月","05000","秋田県","184320",""
"2007年2月","05000","秋田県","196250",""
"2007年3月","05000","秋田県","208370",""
"2007年4月","05000","秋田県","228800",""
"2007年5月","05000","秋田県","296650",""
"2007年6月","05000","秋田県","300400",""
"2007年7月","05000","秋田県","272830",""
"2007年8月","05000","秋田県","372480",""
"2007年9月","05000","秋田県","317930",""
"2007年10月","05000","秋田県","389340",""
"2007年11月","05000","秋田県","247290",""
"2007年12月","05000","秋田県","172690",""
"2008年1月","05000","秋田県","176850",""
"2008年2月","05000","秋田県","184940",""
"2008年3月","05000","秋田県","205830",""
"2008年4月","05000","秋田県","215310",""
"2008年5月","05000","秋田県","289470",""
"2008年6月","05000","秋田県","285580",""
"2008年7月","05000","秋田県","274720",""
"2008年8月","05000","秋田県","342550",""
"2008年9月","05000","秋田県","281270",""
"2008年10月","05000","秋田県","324390",""
"2008年11月","05000","秋田県","235740",""
"2008年12月","05000","秋田県","180780",""
"2009年1月","05000","秋田県","171850",""
"2009年2月","05000","秋田県","179160",""
"2009年3月","05000","秋田県","209330",""
"2009年4月","05000","秋田県","204270",""
"2009年5月","05000","秋田県","261950",""
"2009年6月","05000","秋田県","270010",""
"2009年7月","05000","秋田県","262900",""
"2009年8月","05000","秋田県","336090",""
"2009年9月","05000","秋田県","294940",""
"2009年10月","05000","秋田県","313140",""
"2009年11月","05000","秋田県","223370",""
"2009年12月","05000","秋田県","169480",""
"2010年1月","05000","秋田県","226170",""
"2010年2月","05000","秋田県","224470",""
"2010年3月","05000","秋田県","259950",""
"2010年4月","05000","秋田県","207000",""
"2010年5月","05000","秋田県","279150",""
"2010年6月","05000","秋田県","272920",""
"2010年7月","05000","秋田県","295190",""
"2010年8月","05000","秋田県","360470",""
"2010年9月","05000","秋田県","275240",""
"2010年10月","05000","秋田県","327940",""
"2010年11月","05000","秋田県","226020",""
"2010年12月","05000","秋田県","177530",""
"2011年1月","05000","秋田県","209490",""
"2011年2月","05000","秋田県","237660",""
"2011年3月","05000","秋田県","147890",""
"2011年4月","05000","秋田県","169060",""
"2011年5月","05000","秋田県","287090",""
"2011年6月","05000","秋田県","299560",""
"2011年7月","05000","秋田県","413950",""
"2011年8月","05000","秋田県","572630",""
"2011年9月","05000","秋田県","392780",""
"2011年10月","05000","秋田県","463660",""
"2011年11月","05000","秋田県","293900",""
"2011年12月","05000","秋田県","233460",""
"2012年1月","05000","秋田県","199630",""
"2012年2月","05000","秋田県","196370",""
"2012年3月","05000","秋田県","237400",""
"2012年4月","05000","秋田県","238990",""
"2012年5月","05000","秋田県","345700",""
"2012年6月","05000","秋田県","334240",""
"2012年7月","05000","秋田県","296270",""
"2012年8月","05000","秋田県","423490",""
"2012年9月","05000","秋田県","302810",""
"2012年10月","05000","秋田県","386380",""
"2012年11月","05000","秋田県","293530",""
"2012年12月","05000","秋田県","205710",""
"2013年1月","05000","秋田県","205680",""
"2013年2月","05000","秋田県","209100",""
"2013年3月","05000","秋田県","229200",""
"2013年4月","05000","秋田県","236530",""
"2013年5月","05000","秋田県","324050",""
"2013年6月","05000","秋田県","315640",""
"2013年7月","05000","秋田県","330880",""
"2013年8月","05000","秋田県","444530",""
"2013年9月","05000","秋田県","327940",""
"2013年10月","05000","秋田県","359370",""
"2013年11月","05000","秋田県","284340",""
"2013年12月","05000","秋田県","225840",""
"2014年1月","05000","秋田県","226180",""
"2014年2月","05000","秋田県","213990",""
"2014年3月","05000","秋田県","247170",""
"2014年4月","05000","秋田県","252500",""
"2014年5月","05000","秋田県","360310",""
"2014年6月","05000","秋田県","353830",""
"2014年7月","05000","秋田県","347080",""
"2014年8月","05000","秋田県","443450",""
"2014年9月","05000","秋田県","350350",""
"2014年10月","05000","秋田県","411490",""
"2014年11月","05000","秋田県","313160",""
"2014年12月","05000","秋田県","241900",""
"2015年1月","05000","秋田県","206700",""
"2015年2月","05000","秋田県","211420",""
"2015年3月","05000","秋田県","219750",""
"2015年4月","05000","秋田県","227720",""
"2015年5月","05000","秋田県","340860",""
"2015年6月","05000","秋田県","287040",""
"2015年7月","05000","秋田県","340790",""
"2015年8月","05000","秋田県","424700",""
"2015年9月","05000","秋田県","335680",""
"2015年10月","05000","秋田県","383290",""
"2015年11月","05000","秋田県","269980",""
"2015年12月","05000","秋田県","209310",""
"2016年1月","05000","秋田県","201960",""
"2016年2月","05000","秋田県","203080",""
"2016年3月","05000","秋田県","243210",""
"2016年4月","05000","秋田県","249880",""
"2016年5月","05000","秋田県","312380",""
"2016年6月","05000","秋田県","309230",""
"2016年7月","05000","秋田県","319030",""
"2016年8月","05000","秋田県","401510",""
"2016年9月","05000","秋田県","320070",""
"2016年10月","05000","秋田県","361180",""
"2016年11月","05000","秋田県","264630",""
"2016年12月","05000","秋田県","213730",""
"2017年1月","05000","秋田県","194190",""
"2017年2月","05000","秋田県","190580",""
"2017年3月","05000","秋田県","223570",""
"2017年4月","05000","秋田県","237720",""
