time	country	variable	value
2019-09-01	Marshall	Number Of Vessels	407
2019-09-01	Marshall	Number Of Vessel (Direct Entrance)	171
2019-09-01	Marshall	Net Tonnages	5852989
2019-09-01	Marshall	Net Tonnages (Direct Entrance)	2948303
2019-10-01	Marshall	Number Of Vessels	368
2019-10-01	Marshall	Number Of Vessel (Direct Entrance)	166
2019-10-01	Marshall	Net Tonnages	6392672
2019-10-01	Marshall	Net Tonnages (Direct Entrance)	3065516
2019-11-01	Marshall	Number Of Vessels	355
2019-11-01	Marshall	Number Of Vessel (Direct Entrance)	160
2019-11-01	Marshall	Net Tonnages	5722695
2019-11-01	Marshall	Net Tonnages (Direct Entrance)	2968119
2019-12-01	Marshall	Number Of Vessels	391
2019-12-01	Marshall	Number Of Vessel (Direct Entrance)	165
2019-12-01	Marshall	Net Tonnages	6024821
2019-12-01	Marshall	Net Tonnages (Direct Entrance)	2769554
2019-01-01	Micronesia	Number Of Vessels	0
2019-01-01	Micronesia	Number Of Vessel (Direct Entrance)	0
2019-01-01	Micronesia	Net Tonnages	0
2019-01-01	Micronesia	Net Tonnages (Direct Entrance)	0
2019-02-01	Micronesia	Number Of Vessels	0
2019-02-01	Micronesia	Number Of Vessel (Direct Entrance)	0
2019-02-01	Micronesia	Net Tonnages	0
2019-02-01	Micronesia	Net Tonnages (Direct Entrance)	0
2019-03-01	Micronesia	Number Of Vessels	1
2019-03-01	Micronesia	Number Of Vessel (Direct Entrance)	1
2019-03-01	Micronesia	Net Tonnages	310
2019-03-01	Micronesia	Net Tonnages (Direct Entrance)	310
2019-04-01	Micronesia	Number Of Vessels	1
2019-04-01	Micronesia	Number Of Vessel (Direct Entrance)	1
2019-04-01	Micronesia	Net Tonnages	310
2019-04-01	Micronesia	Net Tonnages (Direct Entrance)	310
2019-05-01	Micronesia	Number Of Vessels	2
2019-05-01	Micronesia	Number Of Vessel (Direct Entrance)	2
2019-05-01	Micronesia	Net Tonnages	861
2019-05-01	Micronesia	Net Tonnages (Direct Entrance)	861
2019-06-01	Micronesia	Number Of Vessels	1
2019-06-01	Micronesia	Number Of Vessel (Direct Entrance)	1
2019-06-01	Micronesia	Net Tonnages	536
2019-06-01	Micronesia	Net Tonnages (Direct Entrance)	536
2019-07-01	Micronesia	Number Of Vessels	0
2019-07-01	Micronesia	Number Of Vessel (Direct Entrance)	0
2019-07-01	Micronesia	Net Tonnages	0
2019-07-01	Micronesia	Net Tonnages (Direct Entrance)	0
2019-08-01	Micronesia	Number Of Vessels	0
2019-08-01	Micronesia	Number Of Vessel (Direct Entrance)	0
2019-08-01	Micronesia	Net Tonnages	0
2019-08-01	Micronesia	Net Tonnages (Direct Entrance)	0
2019-09-01	Micronesia	Number Of Vessels	0
2019-09-01	Micronesia	Number Of Vessel (Direct Entrance)	0
2019-09-01	Micronesia	Net Tonnages	0
2019-09-01	Micronesia	Net Tonnages (Direct Entrance)	0
2019-10-01	Micronesia	Number Of Vessels	0
2019-10-01	Micronesia	Number Of Vessel (Direct Entrance)	0
2019-10-01	Micronesia	Net Tonnages	0
2019-10-01	Micronesia	Net Tonnages (Direct Entrance)	0
2019-11-01	Micronesia	Number Of Vessels	0
2019-11-01	Micronesia	Number Of Vessel (Direct Entrance)	0
2019-11-01	Micronesia	Net Tonnages	0
2019-11-01	Micronesia	Net Tonnages (Direct Entrance)	0
2019-12-01	Micronesia	Number Of Vessels	0
2019-12-01	Micronesia	Number Of Vessel (Direct Entrance)	0
2019-12-01	Micronesia	Net Tonnages	0
2019-12-01	Micronesia	Net Tonnages (Direct Entrance)	0
2019-01-01	Palau	Number Of Vessels	9
2019-01-01	Palau	Number Of Vessel (Direct Entrance)	5
2019-01-01	Palau	Net Tonnages	15495
2019-01-01	Palau	Net Tonnages (Direct Entrance)	8364
2019-02-01	Palau	Number Of Vessels	7
2019-02-01	Palau	Number Of Vessel (Direct Entrance)	3
2019-02-01	Palau	Net Tonnages	10926
2019-02-01	Palau	Net Tonnages (Direct Entrance)	5316
2019-03-01	Palau	Number Of Vessels	6
2019-03-01	Palau	Number Of Vessel (Direct Entrance)	3
2019-03-01	Palau	Net Tonnages	11226
2019-03-01	Palau	Net Tonnages (Direct Entrance)	5316
2019-04-01	Palau	Number Of Vessels	7
2019-04-01	Palau	Number Of Vessel (Direct Entrance)	3
2019-04-01	Palau	Net Tonnages	12008
2019-04-01	Palau	Net Tonnages (Direct Entrance)	5316
2019-05-01	Palau	Number Of Vessels	5
2019-05-01	Palau	Number Of Vessel (Direct Entrance)	3
2019-05-01	Palau	Net Tonnages	7865
2019-05-01	Palau	Net Tonnages (Direct Entrance)	4662
2019-06-01	Palau	Number Of Vessels	8
2019-06-01	Palau	Number Of Vessel (Direct Entrance)	4
2019-06-01	Palau	Net Tonnages	13467
2019-06-01	Palau	Net Tonnages (Direct Entrance)	6549
2019-07-01	Palau	Number Of Vessels	6
2019-07-01	Palau	Number Of Vessel (Direct Entrance)	3
2019-07-01	Palau	Net Tonnages	9693
2019-07-01	Palau	Net Tonnages (Direct Entrance)	4805
2019-08-01	Palau	Number Of Vessels	12
2019-08-01	Palau	Number Of Vessel (Direct Entrance)	5
2019-08-01	Palau	Net Tonnages	20592
2019-08-01	Palau	Net Tonnages (Direct Entrance)	8152
2019-09-01	Palau	Number Of Vessels	1
2019-09-01	Palau	Number Of Vessel (Direct Entrance)	1
2019-09-01	Palau	Net Tonnages	2113
2019-09-01	Palau	Net Tonnages (Direct Entrance)	2113
2019-10-01	Palau	Number Of Vessels	12
2019-10-01	Palau	Number Of Vessel (Direct Entrance)	5
2019-10-01	Palau	Net Tonnages	22354
2019-10-01	Palau	Net Tonnages (Direct Entrance)	9319
2019-11-01	Palau	Number Of Vessels	8
2019-11-01	Palau	Number Of Vessel (Direct Entrance)	4
2019-11-01	Palau	Net Tonnages	13551
2019-11-01	Palau	Net Tonnages (Direct Entrance)	6919
2019-12-01	Palau	Number Of Vessels	8
2019-12-01	Palau	Number Of Vessel (Direct Entrance)	4
2019-12-01	Palau	Net Tonnages	15946
2019-12-01	Palau	Net Tonnages (Direct Entrance)	7860
2015-01-01	100	Number Of Vessels	408
2015-01-01	100	Number Of Vessel (Direct Entrance)	234
2015-01-01	100	Net Tonnages	6509475
2015-01-01	100	Net Tonnages (Direct Entrance)	4002026
2015-02-01	100	Number Of Vessels	350
2015-02-01	100	Number Of Vessel (Direct Entrance)	201
2015-02-01	100	Net Tonnages	6169181
2015-02-01	100	Net Tonnages (Direct Entrance)	3690609
2015-03-01	100	Number Of Vessels	376
2015-03-01	100	Number Of Vessel (Direct Entrance)	225
2015-03-01	100	Net Tonnages	6703957
2015-03-01	100	Net Tonnages (Direct Entrance)	4055119
2015-04-01	100	Number Of Vessels	444
2015-04-01	100	Number Of Vessel (Direct Entrance)	237
2015-04-01	100	Net Tonnages	7786421
2015-04-01	100	Net Tonnages (Direct Entrance)	4273419
2015-05-01	100	Number Of Vessels	497
2015-05-01	100	Number Of Vessel (Direct Entrance)	242
2015-05-01	100	Net Tonnages	7381799
2015-05-01	100	Net Tonnages (Direct Entrance)	3903592
2015-06-01	100	Number Of Vessels	475
2015-06-01	100	Number Of Vessel (Direct Entrance)	230
2015-06-01	100	Net Tonnages	5868337
2015-06-01	100	Net Tonnages (Direct Entrance)	3489837
2015-07-01	100	Number Of Vessels	388
2015-07-01	100	Number Of Vessel (Direct Entrance)	228
2015-07-01	100	Net Tonnages	6389489
2015-07-01	100	Net Tonnages (Direct Entrance)	3951711
2015-08-01	100	Number Of Vessels	347
2015-08-01	100	Number Of Vessel (Direct Entrance)	221
2015-08-01	100	Net Tonnages	6834654
2015-08-01	100	Net Tonnages (Direct Entrance)	3985290
2015-09-01	100	Number Of Vessels	365
2015-09-01	100	Number Of Vessel (Direct Entrance)	229
2015-09-01	100	Net Tonnages	6148536
2015-09-01	100	Net Tonnages (Direct Entrance)	3919017
2015-10-01	100	Number Of Vessels	432
2015-10-01	100	Number Of Vessel (Direct Entrance)	247
2015-10-01	100	Net Tonnages	7001747
2015-10-01	100	Net Tonnages (Direct Entrance)	4329671
2015-11-01	100	Number Of Vessels	446
2015-11-01	100	Number Of Vessel (Direct Entrance)	232
2015-11-01	100	Net Tonnages	7286397
2015-11-01	100	Net Tonnages (Direct Entrance)	4051306
2015-12-01	100	Number Of Vessels	397
2015-12-01	100	Number Of Vessel (Direct Entrance)	226
2015-12-01	100	Net Tonnages	7124052
2015-12-01	100	Net Tonnages (Direct Entrance)	4236603
2015-01-01	Republic of Korea	Number Of Vessels	1548
2015-01-01	Republic of Korea	Number Of Vessel (Direct Entrance)	791
2015-01-01	Republic of Korea	Net Tonnages	3241506
2015-01-01	Republic of Korea	Net Tonnages (Direct Entrance)	1514650
2015-02-01	Republic of Korea	Number Of Vessels	1491
2015-02-01	Republic of Korea	Number Of Vessel (Direct Entrance)	729
2015-02-01	Republic of Korea	Net Tonnages	2951151
2015-02-01	Republic of Korea	Net Tonnages (Direct Entrance)	1293741
2015-03-01	Republic of Korea	Number Of Vessels	1661
2015-03-01	Republic of Korea	Number Of Vessel (Direct Entrance)	827
2015-03-01	Republic of Korea	Net Tonnages	3441256
2015-03-01	Republic of Korea	Net Tonnages (Direct Entrance)	1459502
2015-04-01	Republic of Korea	Number Of Vessels	1547
2015-04-01	Republic of Korea	Number Of Vessel (Direct Entrance)	768
2015-04-01	Republic of Korea	Net Tonnages	3121911
2015-04-01	Republic of Korea	Net Tonnages (Direct Entrance)	1366176
2015-05-01	Republic of Korea	Number Of Vessels	1541
2015-05-01	Republic of Korea	Number Of Vessel (Direct Entrance)	768
2015-05-01	Republic of Korea	Net Tonnages	3150490
2015-05-01	Republic of Korea	Net Tonnages (Direct Entrance)	1386769
2015-06-01	Republic of Korea	Number Of Vessels	1565
2015-06-01	Republic of Korea	Number Of Vessel (Direct Entrance)	780
2015-06-01	Republic of Korea	Net Tonnages	3252862
2015-06-01	Republic of Korea	Net Tonnages (Direct Entrance)	1440434
2015-07-01	Republic of Korea	Number Of Vessels	1539
2015-07-01	Republic of Korea	Number Of Vessel (Direct Entrance)	754
2015-07-01	Republic of Korea	Net Tonnages	3262950
2015-07-01	Republic of Korea	Net Tonnages (Direct Entrance)	1427681
2015-08-01	Republic of Korea	Number Of Vessels	1541
2015-08-01	Republic of Korea	Number Of Vessel (Direct Entrance)	761
2015-08-01	Republic of Korea	Net Tonnages	3551669
2015-08-01	Republic of Korea	Net Tonnages (Direct Entrance)	1510379
2015-09-01	Republic of Korea	Number Of Vessels	1575
2015-09-01	Republic of Korea	Number Of Vessel (Direct Entrance)	758
2015-09-01	Republic of Korea	Net Tonnages	3534974
2015-09-01	Republic of Korea	Net Tonnages (Direct Entrance)	1496001
2015-10-01	Republic of Korea	Number Of Vessels	1597
2015-10-01	Republic of Korea	Number Of Vessel (Direct Entrance)	752
2015-10-01	Republic of Korea	Net Tonnages	3647934
2015-10-01	Republic of Korea	Net Tonnages (Direct Entrance)	1475298
2015-11-01	Republic of Korea	Number Of Vessels	1508
2015-11-01	Republic of Korea	Number Of Vessel (Direct Entrance)	729
2015-11-01	Republic of Korea	Net Tonnages	3272715
2015-11-01	Republic of Korea	Net Tonnages (Direct Entrance)	1393561
2015-12-01	Republic of Korea	Number Of Vessels	1579
2015-12-01	Republic of Korea	Number Of Vessel (Direct Entrance)	779
2015-12-01	Republic of Korea	Net Tonnages	3338781
2015-12-01	Republic of Korea	Net Tonnages (Direct Entrance)	1484289
2015-01-01	People's Republic of China	Number Of Vessels	207
2015-01-01	People's Republic of China	Number Of Vessel (Direct Entrance)	91
2015-01-01	People's Republic of China	Net Tonnages	832193
2015-01-01	People's Republic of China	Net Tonnages (Direct Entrance)	402424
2015-02-01	People's Republic of China	Number Of Vessels	148
2015-02-01	People's Republic of China	Number Of Vessel (Direct Entrance)	61
2015-02-01	People's Republic of China	Net Tonnages	504122
2015-02-01	People's Republic of China	Net Tonnages (Direct Entrance)	240809
2015-03-01	People's Republic of China	Number Of Vessels	188
2015-03-01	People's Republic of China	Number Of Vessel (Direct Entrance)	104
2015-03-01	People's Republic of China	Net Tonnages	631278
2015-03-01	People's Republic of China	Net Tonnages (Direct Entrance)	334337
2015-04-01	People's Republic of China	Number Of Vessels	207
2015-04-01	People's Republic of China	Number Of Vessel (Direct Entrance)	101
2015-04-01	People's Republic of China	Net Tonnages	849122
2015-04-01	People's Republic of China	Net Tonnages (Direct Entrance)	381450
2015-05-01	People's Republic of China	Number Of Vessels	162
2015-05-01	People's Republic of China	Number Of Vessel (Direct Entrance)	69
2015-05-01	People's Republic of China	Net Tonnages	591750
2015-05-01	People's Republic of China	Net Tonnages (Direct Entrance)	273901
2015-06-01	People's Republic of China	Number Of Vessels	154
2015-06-01	People's Republic of China	Number Of Vessel (Direct Entrance)	70
2015-06-01	People's Republic of China	Net Tonnages	867372
2015-06-01	People's Republic of China	Net Tonnages (Direct Entrance)	458014
2015-07-01	People's Republic of China	Number Of Vessels	149
2015-07-01	People's Republic of China	Number Of Vessel (Direct Entrance)	65
2015-07-01	People's Republic of China	Net Tonnages	713919
2015-07-01	People's Republic of China	Net Tonnages (Direct Entrance)	318894
2015-08-01	People's Republic of China	Number Of Vessels	148
2015-08-01	People's Republic of China	Number Of Vessel (Direct Entrance)	73
2015-08-01	People's Republic of China	Net Tonnages	902812
2015-08-01	People's Republic of China	Net Tonnages (Direct Entrance)	442778
2015-09-01	People's Republic of China	Number Of Vessels	160
2015-09-01	People's Republic of China	Number Of Vessel (Direct Entrance)	74
2015-09-01	People's Republic of China	Net Tonnages	790743
2015-09-01	People's Republic of China	Net Tonnages (Direct Entrance)	307939
2015-10-01	People's Republic of China	Number Of Vessels	165
2015-10-01	People's Republic of China	Number Of Vessel (Direct Entrance)	81
2015-10-01	People's Republic of China	Net Tonnages	673224
2015-10-01	People's Republic of China	Net Tonnages (Direct Entrance)	388123
2015-11-01	People's Republic of China	Number Of Vessels	157
2015-11-01	People's Republic of China	Number Of Vessel (Direct Entrance)	80
2015-11-01	People's Republic of China	Net Tonnages	671235
2015-11-01	People's Republic of China	Net Tonnages (Direct Entrance)	309787
2015-12-01	People's Republic of China	Number Of Vessels	175
2015-12-01	People's Republic of China	Number Of Vessel (Direct Entrance)	96
2015-12-01	People's Republic of China	Net Tonnages	695740
2015-12-01	People's Republic of China	Net Tonnages (Direct Entrance)	358983
2015-01-01	Taiwan	Number Of Vessels	47
2015-01-01	Taiwan	Number Of Vessel (Direct Entrance)	12
2015-01-01	Taiwan	Net Tonnages	300217
2015-01-01	Taiwan	Net Tonnages (Direct Entrance)	75392
2015-02-01	Taiwan	Number Of Vessels	60
2015-02-01	Taiwan	Number Of Vessel (Direct Entrance)	14
2015-02-01	Taiwan	Net Tonnages	372618
2015-02-01	Taiwan	Net Tonnages (Direct Entrance)	78102
2015-03-01	Taiwan	Number Of Vessels	49
2015-03-01	Taiwan	Number Of Vessel (Direct Entrance)	10
2015-03-01	Taiwan	Net Tonnages	312701
2015-03-01	Taiwan	Net Tonnages (Direct Entrance)	62272
2015-04-01	Taiwan	Number Of Vessels	42
2015-04-01	Taiwan	Number Of Vessel (Direct Entrance)	11
2015-04-01	Taiwan	Net Tonnages	404222
2015-04-01	Taiwan	Net Tonnages (Direct Entrance)	203951
2015-05-01	Taiwan	Number Of Vessels	32
2015-05-01	Taiwan	Number Of Vessel (Direct Entrance)	9
2015-05-01	Taiwan	Net Tonnages	290100
2015-05-01	Taiwan	Net Tonnages (Direct Entrance)	141779
2015-06-01	Taiwan	Number Of Vessels	40
2015-06-01	Taiwan	Number Of Vessel (Direct Entrance)	12
2015-06-01	Taiwan	Net Tonnages	347422
2015-06-01	Taiwan	Net Tonnages (Direct Entrance)	140109
2015-07-01	Taiwan	Number Of Vessels	62
2015-07-01	Taiwan	Number Of Vessel (Direct Entrance)	18
2015-07-01	Taiwan	Net Tonnages	529461
2015-07-01	Taiwan	Net Tonnages (Direct Entrance)	243211
2015-08-01	Taiwan	Number Of Vessels	39
2015-08-01	Taiwan	Number Of Vessel (Direct Entrance)	11
2015-08-01	Taiwan	Net Tonnages	270984
2015-08-01	Taiwan	Net Tonnages (Direct Entrance)	88410
2015-09-01	Taiwan	Number Of Vessels	38
2015-09-01	Taiwan	Number Of Vessel (Direct Entrance)	10
2015-09-01	Taiwan	Net Tonnages	339062
2015-09-01	Taiwan	Net Tonnages (Direct Entrance)	137764
2015-10-01	Taiwan	Number Of Vessels	38
2015-10-01	Taiwan	Number Of Vessel (Direct Entrance)	8
2015-10-01	Taiwan	Net Tonnages	298922
2015-10-01	Taiwan	Net Tonnages (Direct Entrance)	93543
2015-11-01	Taiwan	Number Of Vessels	37
2015-11-01	Taiwan	Number Of Vessel (Direct Entrance)	8
2015-11-01	Taiwan	Net Tonnages	239489
2015-11-01	Taiwan	Net Tonnages (Direct Entrance)	51784
2015-12-01	Taiwan	Number Of Vessels	43
2015-12-01	Taiwan	Number Of Vessel (Direct Entrance)	10
2015-12-01	Taiwan	Net Tonnages	264036
2015-12-01	Taiwan	Net Tonnages (Direct Entrance)	55274
2015-01-01	Mongolia	Number Of Vessels	7
2015-01-01	Mongolia	Number Of Vessel (Direct Entrance)	5
2015-01-01	Mongolia	Net Tonnages	8317
2015-01-01	Mongolia	Net Tonnages (Direct Entrance)	5241
2015-02-01	Mongolia	Number Of Vessels	4
2015-02-01	Mongolia	Number Of Vessel (Direct Entrance)	3
2015-02-01	Mongolia	Net Tonnages	4394
2015-02-01	Mongolia	Net Tonnages (Direct Entrance)	2856
2015-03-01	Mongolia	Number Of Vessels	6
2015-03-01	Mongolia	Number Of Vessel (Direct Entrance)	4
2015-03-01	Mongolia	Net Tonnages	7470
2015-03-01	Mongolia	Net Tonnages (Direct Entrance)	4394
2015-04-01	Mongolia	Number Of Vessels	8
2015-04-01	Mongolia	Number Of Vessel (Direct Entrance)	4
2015-04-01	Mongolia	Net Tonnages	10546
2015-04-01	Mongolia	Net Tonnages (Direct Entrance)	5273
2015-05-01	Mongolia	Number Of Vessels	9
2015-05-01	Mongolia	Number Of Vessel (Direct Entrance)	4
2015-05-01	Mongolia	Net Tonnages	10686
2015-05-01	Mongolia	Net Tonnages (Direct Entrance)	4582
2015-06-01	Mongolia	Number Of Vessels	6
2015-06-01	Mongolia	Number Of Vessel (Direct Entrance)	4
2015-06-01	Mongolia	Net Tonnages	7470
2015-06-01	Mongolia	Net Tonnages (Direct Entrance)	4394
2015-07-01	Mongolia	Number Of Vessels	8
2015-07-01	Mongolia	Number Of Vessel (Direct Entrance)	5
2015-07-01	Mongolia	Net Tonnages	8976
2015-07-01	Mongolia	Net Tonnages (Direct Entrance)	5241
2015-08-01	Mongolia	Number Of Vessels	5
2015-08-01	Mongolia	Number Of Vessel (Direct Entrance)	3
2015-08-01	Mongolia	Net Tonnages	6308
2015-08-01	Mongolia	Net Tonnages (Direct Entrance)	3923
2015-09-01	Mongolia	Number Of Vessels	5
2015-09-01	Mongolia	Number Of Vessel (Direct Entrance)	3
2015-09-01	Mongolia	Net Tonnages	5932
2015-09-01	Mongolia	Net Tonnages (Direct Entrance)	3735
2015-10-01	Mongolia	Number Of Vessels	5
2015-10-01	Mongolia	Number Of Vessel (Direct Entrance)	3
2015-10-01	Mongolia	Net Tonnages	6120
2015-10-01	Mongolia	Net Tonnages (Direct Entrance)	3044
2015-11-01	Mongolia	Number Of Vessels	6
2015-11-01	Mongolia	Number Of Vessel (Direct Entrance)	4
2015-11-01	Mongolia	Net Tonnages	5900
2015-11-01	Mongolia	Net Tonnages (Direct Entrance)	3703
2015-12-01	Mongolia	Number Of Vessels	7
2015-12-01	Mongolia	Number Of Vessel (Direct Entrance)	5
2015-12-01	Mongolia	Net Tonnages	7626
2015-12-01	Mongolia	Net Tonnages (Direct Entrance)	5241
2015-01-01	Hong Kong	Number Of Vessels	674
2015-01-01	Hong Kong	Number Of Vessel (Direct Entrance)	258
2015-01-01	Hong Kong	Net Tonnages	6000029
2015-01-01	Hong Kong	Net Tonnages (Direct Entrance)	2350751
2015-02-01	Hong Kong	Number Of Vessels	648
2015-02-01	Hong Kong	Number Of Vessel (Direct Entrance)	238
2015-02-01	Hong Kong	Net Tonnages	6505108
2015-02-01	Hong Kong	Net Tonnages (Direct Entrance)	2372720
2015-03-01	Hong Kong	Number Of Vessels	707
2015-03-01	Hong Kong	Number Of Vessel (Direct Entrance)	270
2015-03-01	Hong Kong	Net Tonnages	7085592
2015-03-01	Hong Kong	Net Tonnages (Direct Entrance)	2632111
2015-04-01	Hong Kong	Number Of Vessels	725
2015-04-01	Hong Kong	Number Of Vessel (Direct Entrance)	279
2015-04-01	Hong Kong	Net Tonnages	7317507
2015-04-01	Hong Kong	Net Tonnages (Direct Entrance)	2727980
2015-05-01	Hong Kong	Number Of Vessels	707
2015-05-01	Hong Kong	Number Of Vessel (Direct Entrance)	265
2015-05-01	Hong Kong	Net Tonnages	6539222
2015-05-01	Hong Kong	Net Tonnages (Direct Entrance)	2432082
2015-06-01	Hong Kong	Number Of Vessels	768
2015-06-01	Hong Kong	Number Of Vessel (Direct Entrance)	301
2015-06-01	Hong Kong	Net Tonnages	7118312
2015-06-01	Hong Kong	Net Tonnages (Direct Entrance)	2742467
2015-07-01	Hong Kong	Number Of Vessels	738
2015-07-01	Hong Kong	Number Of Vessel (Direct Entrance)	268
2015-07-01	Hong Kong	Net Tonnages	7626486
2015-07-01	Hong Kong	Net Tonnages (Direct Entrance)	2659388
2015-08-01	Hong Kong	Number Of Vessels	734
2015-08-01	Hong Kong	Number Of Vessel (Direct Entrance)	285
2015-08-01	Hong Kong	Net Tonnages	6553965
2015-08-01	Hong Kong	Net Tonnages (Direct Entrance)	2636458
2015-09-01	Hong Kong	Number Of Vessels	743
2015-09-01	Hong Kong	Number Of Vessel (Direct Entrance)	270
2015-09-01	Hong Kong	Net Tonnages	6705837
2015-09-01	Hong Kong	Net Tonnages (Direct Entrance)	2342899
2015-10-01	Hong Kong	Number Of Vessels	668
2015-10-01	Hong Kong	Number Of Vessel (Direct Entrance)	245
2015-10-01	Hong Kong	Net Tonnages	6083861
2015-10-01	Hong Kong	Net Tonnages (Direct Entrance)	2267750
2015-11-01	Hong Kong	Number Of Vessels	748
2015-11-01	Hong Kong	Number Of Vessel (Direct Entrance)	288
2015-11-01	Hong Kong	Net Tonnages	6625222
2015-11-01	Hong Kong	Net Tonnages (Direct Entrance)	2605095
2015-12-01	Hong Kong	Number Of Vessels	770
2015-12-01	Hong Kong	Number Of Vessel (Direct Entrance)	299
2015-12-01	Hong Kong	Net Tonnages	7153651
2015-12-01	Hong Kong	Net Tonnages (Direct Entrance)	2802727
2015-01-01	Viet Nam	Number Of Vessels	5
2015-01-01	Viet Nam	Number Of Vessel (Direct Entrance)	2
2015-01-01	Viet Nam	Net Tonnages	40579
2015-01-01	Viet Nam	Net Tonnages (Direct Entrance)	14116
2015-02-01	Viet Nam	Number Of Vessels	12
2015-02-01	Viet Nam	Number Of Vessel (Direct Entrance)	6
2015-02-01	Viet Nam	Net Tonnages	138662
2015-02-01	Viet Nam	Net Tonnages (Direct Entrance)	65805
2015-03-01	Viet Nam	Number Of Vessels	12
2015-03-01	Viet Nam	Number Of Vessel (Direct Entrance)	5
2015-03-01	Viet Nam	Net Tonnages	88023
2015-03-01	Viet Nam	Net Tonnages (Direct Entrance)	40380
2015-04-01	Viet Nam	Number Of Vessels	16
2015-04-01	Viet Nam	Number Of Vessel (Direct Entrance)	8
2015-04-01	Viet Nam	Net Tonnages	120845
2015-04-01	Viet Nam	Net Tonnages (Direct Entrance)	54222
2015-05-01	Viet Nam	Number Of Vessels	11
2015-05-01	Viet Nam	Number Of Vessel (Direct Entrance)	6
2015-05-01	Viet Nam	Net Tonnages	99575
2015-05-01	Viet Nam	Net Tonnages (Direct Entrance)	53750
2015-06-01	Viet Nam	Number Of Vessels	8
2015-06-01	Viet Nam	Number Of Vessel (Direct Entrance)	3
2015-06-01	Viet Nam	Net Tonnages	62313
2015-06-01	Viet Nam	Net Tonnages (Direct Entrance)	20090
2015-07-01	Viet Nam	Number Of Vessels	10
2015-07-01	Viet Nam	Number Of Vessel (Direct Entrance)	5
2015-07-01	Viet Nam	Net Tonnages	122485
2015-07-01	Viet Nam	Net Tonnages (Direct Entrance)	56293
2015-08-01	Viet Nam	Number Of Vessels	7
2015-08-01	Viet Nam	Number Of Vessel (Direct Entrance)	3
2015-08-01	Viet Nam	Net Tonnages	65754
2015-08-01	Viet Nam	Net Tonnages (Direct Entrance)	30712
2015-09-01	Viet Nam	Number Of Vessels	16
2015-09-01	Viet Nam	Number Of Vessel (Direct Entrance)	8
2015-09-01	Viet Nam	Net Tonnages	152659
2015-09-01	Viet Nam	Net Tonnages (Direct Entrance)	86058
2015-10-01	Viet Nam	Number Of Vessels	9
2015-10-01	Viet Nam	Number Of Vessel (Direct Entrance)	2
2015-10-01	Viet Nam	Net Tonnages	56065
2015-10-01	Viet Nam	Net Tonnages (Direct Entrance)	14116
2015-11-01	Viet Nam	Number Of Vessels	5
2015-11-01	Viet Nam	Number Of Vessel (Direct Entrance)	2
2015-11-01	Viet Nam	Net Tonnages	40579
2015-11-01	Viet Nam	Net Tonnages (Direct Entrance)	14116
2015-12-01	Viet Nam	Number Of Vessels	8
2015-12-01	Viet Nam	Number Of Vessel (Direct Entrance)	3
2015-12-01	Viet Nam	Net Tonnages	47635
2015-12-01	Viet Nam	Net Tonnages (Direct Entrance)	16468
2015-01-01	Thailand	Number Of Vessels	27
2015-01-01	Thailand	Number Of Vessel (Direct Entrance)	11
2015-01-01	Thailand	Net Tonnages	114714
2015-01-01	Thailand	Net Tonnages (Direct Entrance)	61835
2015-02-01	Thailand	Number Of Vessels	25
2015-02-01	Thailand	Number Of Vessel (Direct Entrance)	9
2015-02-01	Thailand	Net Tonnages	139659
2015-02-01	Thailand	Net Tonnages (Direct Entrance)	48401
2015-03-01	Thailand	Number Of Vessels	20
2015-03-01	Thailand	Number Of Vessel (Direct Entrance)	6
2015-03-01	Thailand	Net Tonnages	91390
2015-03-01	Thailand	Net Tonnages (Direct Entrance)	30306
2015-04-01	Thailand	Number Of Vessels	16
2015-04-01	Thailand	Number Of Vessel (Direct Entrance)	8
2015-04-01	Thailand	Net Tonnages	60404
2015-04-01	Thailand	Net Tonnages (Direct Entrance)	31080
2015-05-01	Thailand	Number Of Vessels	18
2015-05-01	Thailand	Number Of Vessel (Direct Entrance)	7
2015-05-01	Thailand	Net Tonnages	59331
2015-05-01	Thailand	Net Tonnages (Direct Entrance)	21850
2015-06-01	Thailand	Number Of Vessels	23
2015-06-01	Thailand	Number Of Vessel (Direct Entrance)	10
2015-06-01	Thailand	Net Tonnages	110962
2015-06-01	Thailand	Net Tonnages (Direct Entrance)	39184
2015-07-01	Thailand	Number Of Vessels	33
2015-07-01	Thailand	Number Of Vessel (Direct Entrance)	13
2015-07-01	Thailand	Net Tonnages	177328
2015-07-01	Thailand	Net Tonnages (Direct Entrance)	61262
2015-08-01	Thailand	Number Of Vessels	28
2015-08-01	Thailand	Number Of Vessel (Direct Entrance)	12
2015-08-01	Thailand	Net Tonnages	260604
2015-08-01	Thailand	Net Tonnages (Direct Entrance)	145236
2015-09-01	Thailand	Number Of Vessels	23
2015-09-01	Thailand	Number Of Vessel (Direct Entrance)	10
2015-09-01	Thailand	Net Tonnages	226607
2015-09-01	Thailand	Net Tonnages (Direct Entrance)	44732
2015-10-01	Thailand	Number Of Vessels	26
2015-10-01	Thailand	Number Of Vessel (Direct Entrance)	9
2015-10-01	Thailand	Net Tonnages	138875
2015-10-01	Thailand	Net Tonnages (Direct Entrance)	41353
2015-11-01	Thailand	Number Of Vessels	23
2015-11-01	Thailand	Number Of Vessel (Direct Entrance)	7
