time	location	total	foreigners
2016-10-01	Toyama	344730	27060
2016-11-01	Toyama	255660	20860
2016-12-01	Toyama	222720	7700
2017-01-01	Toyama	223760	12220
2017-02-01	Toyama	241880	11660
2017-03-01	Toyama	266940	11450
2017-04-01	Toyama	309490	48550
2017-05-01	Toyama	372990	48830
2017-06-01	Toyama	297280	24440
2017-07-01	Toyama	337510	20110
2017-08-01	Toyama	487100	17430
2017-09-01	Toyama	362270	16190
2017-10-01	Toyama	394140	39900
2017-11-01	Toyama	336560	24830
2017-12-01	Toyama	265580	12130
2018-01-01	Toyama	229760	13420
2018-02-01	Toyama	239890	14830
2018-03-01	Toyama	267960	12440
2018-04-01	Toyama	305100	49650
2018-05-01	Toyama	349230	55470
2018-06-01	Toyama	269410	27680
2018-07-01	Toyama	335060	19400
2018-08-01	Toyama	481940	22920
2018-09-01	Toyama	355650	21550
2018-10-01	Toyama	351850	32860
2018-11-01	Toyama	334730	21670
2018-12-01	Toyama	259800	14310
2019-01-01	Toyama	209350	16510
2019-02-01	Toyama	233520	18910
2019-03-01	Toyama	260100	14240
2019-04-01	Toyama	348800	54700
2019-05-01	Toyama	389300	59270
2019-06-01	Toyama	278740	32940
2019-07-01	Toyama	327220	29140
2019-08-01	Toyama	456830	23820
2019-09-01	Toyama	356880	22380
2019-10-01	Toyama	351120	33900
2019-11-01	Toyama	331730	32910
2019-12-01	Toyama	264300	19110
2020-01-01	Toyama	236260	24330
2020-02-01	Toyama	238810	15050
2020-03-01	Toyama	165540	5450
2020-04-01	Toyama	62310	520
2020-05-01	Toyama	43630	370
2020-06-01	Toyama	102150	960
2020-07-01	Toyama	156190	1030
2020-08-01	Toyama	199040	790
2020-09-01	Toyama	216940	680
2020-10-01	Toyama	229650	860
2020-11-01	Toyama	245450	1630
2020-12-01	Toyama	184550	1390
2021-01-01	Toyama	110560	1100
2021-02-01	Toyama	109640	910
2007-01-01	Ishikawa	366160	4220
2007-02-01	Ishikawa	412520	8330
2007-03-01	Ishikawa	431540	6050
2007-04-01	Ishikawa	285050	19300
2007-05-01	Ishikawa	347820	26210
2007-06-01	Ishikawa	337280	15520
2007-07-01	Ishikawa	318060	10940
2007-08-01	Ishikawa	461780	11090
2007-09-01	Ishikawa	364890	13190
2007-10-01	Ishikawa	433670	21690
2007-11-01	Ishikawa	471820	14430
2007-12-01	Ishikawa	395010	7430
2008-01-01	Ishikawa	391060	4750
2008-02-01	Ishikawa	419630	6710
2008-03-01	Ishikawa	467340	7090
2008-04-01	Ishikawa	363330	27030
2008-05-01	Ishikawa	439780	25870
2008-06-01	Ishikawa	396110	13800
2008-07-01	Ishikawa	429760	13630
2008-08-01	Ishikawa	641130	13410
2008-09-01	Ishikawa	459760	12920
2008-10-01	Ishikawa	535900	23170
2008-11-01	Ishikawa	568600	12930
2008-12-01	Ishikawa	438160	7250
2009-01-01	Ishikawa	397670	8660
2009-02-01	Ishikawa	430470	6010
2009-03-01	Ishikawa	482670	5970
2009-04-01	Ishikawa	370820	20120
2009-05-01	Ishikawa	462620	17430
2009-06-01	Ishikawa	395720	5360
2009-07-01	Ishikawa	442300	8870
2009-08-01	Ishikawa	625710	11760
2009-09-01	Ishikawa	494920	10290
2009-10-01	Ishikawa	523500	12800
2009-11-01	Ishikawa	534030	8470
2009-12-01	Ishikawa	422390	6240
2010-01-01	Ishikawa	434570	6790
2010-02-01	Ishikawa	473850	10230
2010-03-01	Ishikawa	527030	9620
2010-04-01	Ishikawa	419910	31510
2010-05-01	Ishikawa	516070	29400
2010-06-01	Ishikawa	446000	11290
2010-07-01	Ishikawa	467930	13550
2010-08-01	Ishikawa	655640	13210
2010-09-01	Ishikawa	477920	12270
2010-10-01	Ishikawa	557390	23150
2010-11-01	Ishikawa	528370	15110
2010-12-01	Ishikawa	440110	12210
2011-01-01	Ishikawa	490250	8830
2011-02-01	Ishikawa	519640	10890
2011-03-01	Ishikawa	513820	5880
2011-04-01	Ishikawa	442740	4040
2011-05-01	Ishikawa	579890	11560
2011-06-01	Ishikawa	513780	11180
2011-07-01	Ishikawa	533470	9620
2011-08-01	Ishikawa	794240	8620
2011-09-01	Ishikawa	607210	10770
2011-10-01	Ishikawa	702180	21780
2011-11-01	Ishikawa	700960	14050
2011-12-01	Ishikawa	578500	9040
2012-01-01	Ishikawa	513610	12280
2012-02-01	Ishikawa	528400	9590
2012-03-01	Ishikawa	604480	11230
2012-04-01	Ishikawa	536320	30460
2012-05-01	Ishikawa	614160	26010
2012-06-01	Ishikawa	539510	13130
2012-07-01	Ishikawa	617220	13060
2012-08-01	Ishikawa	861260	14300
2012-09-01	Ishikawa	624430	13540
2012-10-01	Ishikawa	631130	20790
2012-11-01	Ishikawa	648000	15600
2012-12-01	Ishikawa	525260	10390
2013-01-01	Ishikawa	510540	18630
2013-02-01	Ishikawa	568330	24990
2013-03-01	Ishikawa	666630	25230
2013-04-01	Ishikawa	547070	51820
2013-05-01	Ishikawa	617360	48210
2013-06-01	Ishikawa	526380	30700
2013-07-01	Ishikawa	614480	19690
2013-08-01	Ishikawa	878700	19790
2013-09-01	Ishikawa	631630	19360
2013-10-01	Ishikawa	653670	31560
2013-11-01	Ishikawa	677980	19670
2013-12-01	Ishikawa	557160	16730
2014-01-01	Ishikawa	492930	17890
2014-02-01	Ishikawa	495800	20300
2014-03-01	Ishikawa	617860	19850
2014-04-01	Ishikawa	545870	58700
2014-05-01	Ishikawa	655220	55350
2014-06-01	Ishikawa	546310	25350
2014-07-01	Ishikawa	591830	22560
2014-08-01	Ishikawa	940640	22470
2014-09-01	Ishikawa	598990	21120
2014-10-01	Ishikawa	764130	35990
2014-11-01	Ishikawa	708210	27990
2014-12-01	Ishikawa	585370	20740
2015-01-01	Ishikawa	515440	20290
2015-02-01	Ishikawa	560160	27330
2015-03-01	Ishikawa	712410	35270
2015-04-01	Ishikawa	650770	75610
2015-05-01	Ishikawa	741930	62860
2015-06-01	Ishikawa	681790	35630
2015-07-01	Ishikawa	761520	37560
2015-08-01	Ishikawa	982910	42240
2015-09-01	Ishikawa	806250	39320
2015-10-01	Ishikawa	833330	51030
2015-11-01	Ishikawa	799340	51650
2015-12-01	Ishikawa	683680	38640
2016-01-01	Ishikawa	592260	34950
2016-02-01	Ishikawa	657190	42400
2016-03-01	Ishikawa	745430	44860
2016-04-01	Ishikawa	690100	96180
2016-05-01	Ishikawa	755680	80140
2016-06-01	Ishikawa	642090	44440
2016-07-01	Ishikawa	707510	48620
2016-08-01	Ishikawa	971950	45270
2016-09-01	Ishikawa	724640	37060
2016-10-01	Ishikawa	798320	59280
2016-11-01	Ishikawa	774270	50140
2016-12-01	Ishikawa	637050	40130
2017-01-01	Ishikawa	598830	57940
2017-02-01	Ishikawa	615730	48090
2017-03-01	Ishikawa	782690	41100
2017-04-01	Ishikawa	713900	128890
2017-05-01	Ishikawa	792640	92180
2017-06-01	Ishikawa	649770	53010
2017-07-01	Ishikawa	711500	48450
2017-08-01	Ishikawa	948610	52410
2017-09-01	Ishikawa	680320	42200
2017-10-01	Ishikawa	804840	84600
2017-11-01	Ishikawa	805040	69060
2017-12-01	Ishikawa	632800	59320
2018-01-01	Ishikawa	581440	66440
2018-02-01	Ishikawa	608920	70870
2018-03-01	Ishikawa	807470	69250
2018-04-01	Ishikawa	750860	139240
2018-05-01	Ishikawa	740580	97140
2018-06-01	Ishikawa	701440	62450
2018-07-01	Ishikawa	715140	69710
2018-08-01	Ishikawa	1017110	68150
2018-09-01	Ishikawa	767960	66750
2018-10-01	Ishikawa	865410	97560
2018-11-01	Ishikawa	872450	94850
2018-12-01	Ishikawa	702040	71520
2019-01-01	Ishikawa	609700	69840
2019-02-01	Ishikawa	643100	67950
2019-03-01	Ishikawa	819850	64000
2019-04-01	Ishikawa	775240	122360
2019-05-01	Ishikawa	835020	95990
2019-06-01	Ishikawa	664260	69180
2019-07-01	Ishikawa	739930	87870
2019-08-01	Ishikawa	1009200	68590
2019-09-01	Ishikawa	782580	66990
2019-10-01	Ishikawa	794340	106970
2019-11-01	Ishikawa	834610	90560
2019-12-01	Ishikawa	692830	74420
2020-01-01	Ishikawa	623210	95870
2020-02-01	Ishikawa	555350	55690
2020-03-01	Ishikawa	416990	14420
2020-04-01	Ishikawa	108980	2200
2020-05-01	Ishikawa	70130	870
2020-06-01	Ishikawa	180650	1580
2020-07-01	Ishikawa	355120	1630
2020-08-01	Ishikawa	402770	2800
2020-09-01	Ishikawa	409100	3190
2020-10-01	Ishikawa	520190	1970
2020-11-01	Ishikawa	661770	2380
2020-12-01	Ishikawa	499280	1940
2021-01-01	Ishikawa	210970	1870
2021-02-01	Ishikawa	227750	1000
2007-01-01	Fukui	152280	1000
2007-02-01	Fukui	168740	980
2007-03-01	Fukui	176590	1090
2007-04-01	Fukui	131470	2980
2007-05-01	Fukui	140920	3970
2007-06-01	Fukui	134090	3510
2007-07-01	Fukui	163880	2960
2007-08-01	Fukui	245820	2230
2007-09-01	Fukui	140090	1480
2007-10-01	Fukui	154140	2690
2007-11-01	Fukui	182430	2700
2007-12-01	Fukui	167710	1000
2008-01-01	Fukui	167330	930
2008-02-01	Fukui	182090	1020
2008-03-01	Fukui	199070	930
2008-04-01	Fukui	147420	2650
2008-05-01	Fukui	160200	2580
2008-06-01	Fukui	155660	2500
2008-07-01	Fukui	181510	2260
2008-08-01	Fukui	287080	2190
2008-09-01	Fukui	158080	1700
2008-10-01	Fukui	181010	2520
2008-11-01	Fukui	216180	1820
2008-12-01	Fukui	185180	690
2009-01-01	Fukui	172160	2120
2009-02-01	Fukui	181580	840
2009-03-01	Fukui	202620	790
2009-04-01	Fukui	138920	2460
2009-05-01	Fukui	160710	1830
2009-06-01	Fukui	142450	630
2009-07-01	Fukui	177940	1200
2009-08-01	Fukui	278640	1420
2009-09-01	Fukui	174660	1840
2009-10-01	Fukui	181480	790
2009-11-01	Fukui	208520	830
2009-12-01	Fukui	187350	1260
2010-01-01	Fukui	176630	1040
2010-02-01	Fukui	187640	1740
2010-03-01	Fukui	208680	1430
2010-04-01	Fukui	140090	3120
2010-05-01	Fukui	161400	2090
2010-06-01	Fukui	144530	1380
2010-07-01	Fukui	191210	1570
2010-08-01	Fukui	305100	1320
2010-09-01	Fukui	168040	2160
2010-10-01	Fukui	186900	1570
2010-11-01	Fukui	200610	1170
2010-12-01	Fukui	185770	1600
2011-01-01	Fukui	267490	1530
2011-02-01	Fukui	277040	1380
2011-03-01	Fukui	276490	1960
2011-04-01	Fukui	214730	480
2011-05-01	Fukui	276720	1620
2011-06-01	Fukui	252950	940
2011-07-01	Fukui	326160	2310
2011-08-01	Fukui	516890	5560
2011-09-01	Fukui	288640	2120
2011-10-01	Fukui	302460	2290
2011-11-01	Fukui	344350	1900
2011-12-01	Fukui	309910	1480
2012-01-01	Fukui	260540	2080
2012-02-01	Fukui	273490	2530
2012-03-01	Fukui	312180	2660
2012-04-01	Fukui	257790	4240
2012-05-01	Fukui	285190	2080
2012-06-01	Fukui	232410	1570
2012-07-01	Fukui	309740	2110
2012-08-01	Fukui	532170	2260
2012-09-01	Fukui	262410	1880
2012-10-01	Fukui	256760	2130
2012-11-01	Fukui	295310	1650
2012-12-01	Fukui	258230	1390
2013-01-01	Fukui	196020	1020
2013-02-01	Fukui	216760	1620
2013-03-01	Fukui	253670	2150
2013-04-01	Fukui	225060	3370
2013-05-01	Fukui	277260	2960
2013-06-01	Fukui	244020	3660
2013-07-01	Fukui	300100	1730
2013-08-01	Fukui	491100	1880
2013-09-01	Fukui	257410	2720
2013-10-01	Fukui	241360	3570
2013-11-01	Fukui	283390	3620
2013-12-01	Fukui	264790	2060
2014-01-01	Fukui	245940	2440
2014-02-01	Fukui	258970	2700
2014-03-01	Fukui	315030	1540
2014-04-01	Fukui	258590	3400
2014-05-01	Fukui	318460	3690
2014-06-01	Fukui	266220	1750
2014-07-01	Fukui	352750	3690
2014-08-01	Fukui	533980	2620
2014-09-01	Fukui	302860	2330
2014-10-01	Fukui	293980	2340
2014-11-01	Fukui	344140	2750
2014-12-01	Fukui	299540	2280
2015-01-01	Fukui	299140	3120
2015-02-01	Fukui	312550	4360
2015-03-01	Fukui	348520	2880
2015-04-01	Fukui	272370	7920
2015-05-01	Fukui	340680	5650
2015-06-01	Fukui	287870	3010
2015-07-01	Fukui	372050	5490
2015-08-01	Fukui	578350	5020
2015-09-01	Fukui	340030	3440
2015-10-01	Fukui	326460	6430
2015-11-01	Fukui	366080	4930
2015-12-01	Fukui	319830	3740
2016-01-01	Fukui	265580	4500
2016-02-01	Fukui	285280	6200
2016-03-01	Fukui	315130	4480
2016-04-01	Fukui	252850	8380
2016-05-01	Fukui	286150	6070
2016-06-01	Fukui	246990	2590
2016-07-01	Fukui	329810	3370
2016-08-01	Fukui	496660	2500
2016-09-01	Fukui	276410	2520
2016-10-01	Fukui	313780	4470
2016-11-01	Fukui	337420	5200
2016-12-01	Fukui	303120	4080
2017-01-01	Fukui	244390	4970
2017-02-01	Fukui	254860	4930
2017-03-01	Fukui	309130	3850
2017-04-01	Fukui	243510	8230
2017-05-01	Fukui	286170	6200
2017-06-01	Fukui	233070	4270
2017-07-01	Fukui	323860	4910
2017-08-01	Fukui	500360	2950
2017-09-01	Fukui	298720	2780
2017-10-01	Fukui	288000	6390
2017-11-01	Fukui	324650	6110
2017-12-01	Fukui	280040	5590
2018-01-01	Fukui	249600	4370
2018-02-01	Fukui	238260	6010
2018-03-01	Fukui	322200	5050
2018-04-01	Fukui	273320	11060
2018-05-01	Fukui	298540	8610
2018-06-01	Fukui	289420	6740
2018-07-01	Fukui	354910	5900
2018-08-01	Fukui	545320	5370
2018-09-01	Fukui	370370	3870
2018-10-01	Fukui	403040	5060
2018-11-01	Fukui	368060	7640
2018-12-01	Fukui	343910	6180
2019-01-01	Fukui	272100	7160
2019-02-01	Fukui	294390	9710
2019-03-01	Fukui	335030	5940
2019-04-01	Fukui	321490	11380
2019-05-01	Fukui	332840	9030
2019-06-01	Fukui	282830	8640
2019-07-01	Fukui	371370	6420
2019-08-01	Fukui	574600	6220
2019-09-01	Fukui	364880	6490
2019-10-01	Fukui	308520	8010
2019-11-01	Fukui	361760	9950
2019-12-01	Fukui	324300	8760
2020-01-01	Fukui	248040	10050
2020-02-01	Fukui	264180	5260
2020-03-01	Fukui	204880	1600
2020-04-01	Fukui	90830	1480
2020-05-01	Fukui	95320	510
2020-06-01	Fukui	130700	480
2020-07-01	Fukui	215780	630
2020-08-01	Fukui	262670	1000
2020-09-01	Fukui	198400	370
2020-10-01	Fukui	248620	1010
2020-11-01	Fukui	302310	1110
2020-12-01	Fukui	230040	800
2021-01-01	Fukui	121100	1270
2021-02-01	Fukui	128160	470
2007-01-01	Yamanashi	241490	21500
2007-02-01	Yamanashi	263030	34540
2007-03-01	Yamanashi	345140	30010
2007-04-01	Yamanashi	337970	33590
2007-05-01	Yamanashi	343980	23900
2007-06-01	Yamanashi	315250	24390
2007-07-01	Yamanashi	354720	40430
2007-08-01	Yamanashi	506800	34130
2007-09-01	Yamanashi	362710	26170
2007-10-01	Yamanashi	372720	38880
2007-11-01	Yamanashi	380030	29720
2007-12-01	Yamanashi	304850	30600
2008-01-01	Yamanashi	273700	22370
2008-02-01	Yamanashi	261430	25850
2008-03-01	Yamanashi	344160	30050
2008-04-01	Yamanashi	355640	52150
2008-05-01	Yamanashi	354810	36740
2008-06-01	Yamanashi	303380	33100
2008-07-01	Yamanashi	396240	40210
2008-08-01	Yamanashi	555280	31490
2008-09-01	Yamanashi	351940	25840
2008-10-01	Yamanashi	359150	28490
2008-11-01	Yamanashi	383600	20270
2008-12-01	Yamanashi	291520	20150
2009-01-01	Yamanashi	263250	35610
2009-02-01	Yamanashi	230630	20310
2009-03-01	Yamanashi	335680	37590
2009-04-01	Yamanashi	344410	52200
2009-05-01	Yamanashi	348860	27270
2009-06-01	Yamanashi	277940	13710
2009-07-01	Yamanashi	360420	34090
2009-08-01	Yamanashi	521090	46070
2009-09-01	Yamanashi	366550	33730
2009-10-01	Yamanashi	349770	37060
2009-11-01	Yamanashi	340440	36040
2009-12-01	Yamanashi	276430	35120
2010-01-01	Yamanashi	327110	35830
2010-02-01	Yamanashi	337370	55760
2010-03-01	Yamanashi	457630	56760
2010-04-01	Yamanashi	410440	86540
2010-05-01	Yamanashi	415640	60880
2010-06-01	Yamanashi	349650	56490
2010-07-01	Yamanashi	490210	61030
2010-08-01	Yamanashi	716060	52720
2010-09-01	Yamanashi	438300	36930
2010-10-01	Yamanashi	401650	32850
2010-11-01	Yamanashi	393720	29790
2010-12-01	Yamanashi	322890	31880
2011-01-01	Yamanashi	399950	21850
2011-02-01	Yamanashi	417240	26850
2011-03-01	Yamanashi	329220	8840
2011-04-01	Yamanashi	336220	2200
2011-05-01	Yamanashi	523870	5750
2011-06-01	Yamanashi	429840	13660
2011-07-01	Yamanashi	861190	29070
2011-08-01	Yamanashi	1553230	34100
2011-09-01	Yamanashi	687580	19630
2011-10-01	Yamanashi	563470	33070
2011-11-01	Yamanashi	528760	26730
2011-12-01	Yamanashi	438550	28540
2012-01-01	Yamanashi	381900	33040
2012-02-01	Yamanashi	369430	21450
2012-03-01	Yamanashi	541760	33760
2012-04-01	Yamanashi	538990	53300
2012-05-01	Yamanashi	569130	35400
2012-06-01	Yamanashi	462560	34890
2012-07-01	Yamanashi	751080	49950
2012-08-01	Yamanashi	1291900	50630
2012-09-01	Yamanashi	645830	25500
2012-10-01	Yamanashi	526040	18000
2012-11-01	Yamanashi	534070	14660
2012-12-01	Yamanashi	407820	16780
2013-01-01	Yamanashi	335390	11610
2013-02-01	Yamanashi	339790	16050
2013-03-01	Yamanashi	470480	26240
2013-04-01	Yamanashi	531290	66950
2013-05-01	Yamanashi	597490	48800
2013-06-01	Yamanashi	484440	53160
2013-07-01	Yamanashi	740840	47720
2013-08-01	Yamanashi	1235110	43730
2013-09-01	Yamanashi	649050	35820
2013-10-01	Yamanashi	542890	51620
2013-11-01	Yamanashi	567300	44610
2013-12-01	Yamanashi	434720	45930
2014-01-01	Yamanashi	403750	45750
2014-02-01	Yamanashi	310490	52640
2014-03-01	Yamanashi	564980	76770
2014-04-01	Yamanashi	583930	112280
2014-05-01	Yamanashi	650040	81660
2014-06-01	Yamanashi	521080	78110
2014-07-01	Yamanashi	802550	99370
2014-08-01	Yamanashi	1363330	84250
2014-09-01	Yamanashi	709880	71980
2014-10-01	Yamanashi	596370	84740
2014-11-01	Yamanashi	601430	84250
2014-12-01	Yamanashi	462560	77090
2015-01-01	Yamanashi	473410	63500
2015-02-01	Yamanashi	481990	94930
2015-03-01	Yamanashi	688760	109570
2015-04-01	Yamanashi	605690	139950
2015-05-01	Yamanashi	724220	122400
2015-06-01	Yamanashi	608430	117380
2015-07-01	Yamanashi	856090	133730
2015-08-01	Yamanashi	1288540	91280
2015-09-01	Yamanashi	784050	81610
2015-10-01	Yamanashi	711290	117280
2015-11-01	Yamanashi	650930	92630
2015-12-01	Yamanashi	552480	87870
2016-01-01	Yamanashi	441310	84480
2016-02-01	Yamanashi	446610	102490
2016-03-01	Yamanashi	652150	130150
2016-04-01	Yamanashi	656950	166320
2016-05-01	Yamanashi	692520	132060
2016-06-01	Yamanashi	545040	122620
2016-07-01	Yamanashi	969900	163210
2016-08-01	Yamanashi	1404180	128450
2016-09-01	Yamanashi	748270	85300
2016-10-01	Yamanashi	661390	90780
2016-11-01	Yamanashi	601010	82120
2016-12-01	Yamanashi	533590	83320
2017-01-01	Yamanashi	427040	103300
2017-02-01	Yamanashi	420560	108640
2017-03-01	Yamanashi	626410	127920
2017-04-01	Yamanashi	599590	173250
2017-05-01	Yamanashi	668580	114920
2017-06-01	Yamanashi	523880	111350
2017-07-01	Yamanashi	902600	164640
2017-08-01	Yamanashi	1346190	159450
2017-09-01	Yamanashi	685650	96870
2017-10-01	Yamanashi	634620	148370
2017-11-01	Yamanashi	653660	153970
2017-12-01	Yamanashi	535490	146100
2018-01-01	Yamanashi	468450	119820
2018-02-01	Yamanashi	495630	154980
2018-03-01	Yamanashi	635760	159730
2018-04-01	Yamanashi	677430	212000
2018-05-01	Yamanashi	702140	170210
2018-06-01	Yamanashi	628710	155970
2018-07-01	Yamanashi	911360	191220
2018-08-01	Yamanashi	1347620	183980
2018-09-01	Yamanashi	763650	110730
2018-10-01	Yamanashi	703380	159850
2018-11-01	Yamanashi	695170	181390
2018-12-01	Yamanashi	583450	161310
2019-01-01	Yamanashi	550480	150280
2019-02-01	Yamanashi	562700	167950
2019-03-01	Yamanashi	761000	194610
2019-04-01	Yamanashi	852180	227000
2019-05-01	Yamanashi	799180	179110
2019-06-01	Yamanashi	625210	171630
2019-07-01	Yamanashi	883560	199800
2019-08-01	Yamanashi	1321380	177970
2019-09-01	Yamanashi	778640	126910
2019-10-01	Yamanashi	651530	150140
2019-11-01	Yamanashi	712380	169040
2019-12-01	Yamanashi	574120	140520
2020-01-01	Yamanashi	507350	161800
2020-02-01	Yamanashi	444080	72220
2020-03-01	Yamanashi	291530	9650
2020-04-01	Yamanashi	102880	4220
2020-05-01	Yamanashi	91350	3340
2020-06-01	Yamanashi	148080	520
2020-07-01	Yamanashi	252380	910
2020-08-01	Yamanashi	452160	370
2020-09-01	Yamanashi	411760	310
2020-10-01	Yamanashi	489940	1200
2020-11-01	Yamanashi	519470	2260
2020-12-01	Yamanashi	346320	1350
2021-01-01	Yamanashi	184640	500
2021-02-01	Yamanashi	177430	610
2007-01-01	Nagano	863990	17890
2007-02-01	Nagano	824280	22100
2007-03-01	Nagano	774580	12530
2007-04-01	Nagano	676920	26500
2007-05-01	Nagano	803720	32660
2007-06-01	Nagano	719120	22790
2007-07-01	Nagano	908830	23100
2007-08-01	Nagano	1569820	22480
2007-09-01	Nagano	890330	22650
2007-10-01	Nagano	968110	28090
2007-11-01	Nagano	817420	20890
2007-12-01	Nagano	752830	14310
2008-01-01	Nagano	881610	20470
2008-02-01	Nagano	847300	23840
2008-03-01	Nagano	866590	16930
2008-04-01	Nagano	666050	26610
2008-05-01	Nagano	799860	33690
2008-06-01	Nagano	663530	15370
2008-07-01	Nagano	920670	20000
2008-08-01	Nagano	1467700	18620
2008-09-01	Nagano	808830	15470
2008-10-01	Nagano	955080	26440
2008-11-01	Nagano	765730	13130
2008-12-01	Nagano	729740	12390
2009-01-01	Nagano	802950	22450
2009-02-01	Nagano	755980	16620
2009-03-01	Nagano	772000	12620
2009-04-01	Nagano	665940	18200
2009-05-01	Nagano	860270	18690
2009-06-01	Nagano	637370	9300
2009-07-01	Nagano	891540	13680
2009-08-01	Nagano	1407350	17080
2009-09-01	Nagano	874370	10130
2009-10-01	Nagano	867180	21170
2009-11-01	Nagano	678840	14210
2009-12-01	Nagano	644260	12610
2010-01-01	Nagano	1061650	26120
2010-02-01	Nagano	994940	34820
2010-03-01	Nagano	1001020	16300
2010-04-01	Nagano	734990	29150
2010-05-01	Nagano	931070	27750
2010-06-01	Nagano	741450	14830
2010-07-01	Nagano	1056230	27300
2010-08-01	Nagano	1762160	25160
2010-09-01	Nagano	990930	20600
2010-10-01	Nagano	1070770	29670
2010-11-01	Nagano	794830	17840
2010-12-01	Nagano	784840	19060
2011-01-01	Nagano	1789230	43340
2011-02-01	Nagano	1742940	38810
2011-03-01	Nagano	997130	10340
2011-04-01	Nagano	889500	4180
2011-05-01	Nagano	1354940	10310
2011-06-01	Nagano	1101500	10010
2011-07-01	Nagano	1991650	18270
2011-08-01	Nagano	3529670	17730
2011-09-01	Nagano	1724990	13970
2011-10-01	Nagano	1707310	27230
2011-11-01	Nagano	1234950	16280
2011-12-01	Nagano	1311520	13670
2012-01-01	Nagano	1682880	42930
2012-02-01	Nagano	1495950	31770
2012-03-01	Nagano	1361410	15670
2012-04-01	Nagano	972450	27330
2012-05-01	Nagano	1247690	25140
2012-06-01	Nagano	996990	14680
2012-07-01	Nagano	1758610	18570
2012-08-01	Nagano	3335120	18840
2012-09-01	Nagano	1554500	12770
2012-10-01	Nagano	1504160	27530
2012-11-01	Nagano	1111390	18740
2012-12-01	Nagano	1270130	34370
2013-01-01	Nagano	1561590	90420
2013-02-01	Nagano	1480890	89340
2013-03-01	Nagano	1360590	38500
2013-04-01	Nagano	1179850	52640
2013-05-01	Nagano	1494500	44810
2013-06-01	Nagano	1262020	27470
2013-07-01	Nagano	1759420	31060
2013-08-01	Nagano	2994440	33590
2013-09-01	Nagano	1561160	31630
2013-10-01	Nagano	1546190	42770
2013-11-01	Nagano	1235000	26820
2013-12-01	Nagano	1314910	34030
2014-01-01	Nagano	1608390	91920
2014-02-01	Nagano	1368630	74470
2014-03-01	Nagano	1484950	40500
2014-04-01	Nagano	1078180	80960
2014-05-01	Nagano	1436630	86870
2014-06-01	Nagano	1098700	31600
2014-07-01	Nagano	1669140	38620
2014-08-01	Nagano	2824260	32850
2014-09-01	Nagano	1512680	42690
2014-10-01	Nagano	1430490	46300
2014-11-01	Nagano	1149070	34970
2014-12-01	Nagano	1236070	58750
2015-01-01	Nagano	1626210	114670
2015-02-01	Nagano	1527960	118010
2015-03-01	Nagano	1477890	62530
2015-04-01	Nagano	1135240	102470
2015-05-01	Nagano	1592320	91120
2015-06-01	Nagano	1120710	45130
2015-07-01	Nagano	1804120	66680
2015-08-01	Nagano	3040530	55200
2015-09-01	Nagano	1770760	58850
2015-10-01	Nagano	1599770	79320
2015-11-01	Nagano	1190290	59810
2015-12-01	Nagano	1327590	93680
2016-01-01	Nagano	1558710	147580
2016-02-01	Nagano	1401580	142970
2016-03-01	Nagano	1327170	76760
2016-04-01	Nagano	1174860	131720
2016-05-01	Nagano	1358800	113840
2016-06-01	Nagano	1094370	76700
2016-07-01	Nagano	1754870	74230
2016-08-01	Nagano	2803120	61260
2016-09-01	Nagano	1497310	55640
2016-10-01	Nagano	1531190	90170
2016-11-01	Nagano	1093570	63120
2016-12-01	Nagano	1209100	100950
2017-01-01	Nagano	1509490	170090
