variable	year	city	value
Other processed vegetables & seaweeds	2014	Nagasaki-shi	714
Fruits	2014	Nagasaki-shi	1844
Fresh fruits	2014	Nagasaki-shi	1719
Processed fruits	2014	Nagasaki-shi	125
Oils, fats & seasonings	2014	Nagasaki-shi	2402
Oils & fats	2014	Nagasaki-shi	280
Seasonings	2014	Nagasaki-shi	2122
Cakes & candies	2014	Nagasaki-shi	3609
Cooked food	2014	Nagasaki-shi	6138
Cooked food with rice, bread or noodles	2014	Nagasaki-shi	2760
Other cooked food	2014	Nagasaki-shi	3378
Beverages	2014	Nagasaki-shi	2963
Tea	2014	Nagasaki-shi	775
Coffee & cocoa	2014	Nagasaki-shi	713
Other beverages	2014	Nagasaki-shi	1476
Alcoholic beverages	2014	Nagasaki-shi	2543
Meals outside the home	2014	Nagasaki-shi	10073
Eating out	2014	Nagasaki-shi	9572
School lunch	2014	Nagasaki-shi	500
Charges for board	2014	Nagasaki-shi	0
Housing	2014	Nagasaki-shi	21402
Rents for dwelling & land	2014	Nagasaki-shi	11218
Repairs & maintenance	2014	Nagasaki-shi	10184
Tools & materials for repairs & maintenance	2014	Nagasaki-shi	1871
Service charges for repairs & maintenance	2014	Nagasaki-shi	8313
Fuel, light & water charges	2014	Nagasaki-shi	17744
Electricity	2014	Nagasaki-shi	7380
Gas	2014	Nagasaki-shi	5105
Other fuel & light	2014	Nagasaki-shi	472
Water & sewerage charges	2014	Nagasaki-shi	4788
Furniture & household utensils	2014	Nagasaki-shi	6830
Household durable goods	2014	Nagasaki-shi	2289
Durable goods assisting housework	2014	Nagasaki-shi	1383
Heating & cooling appliances	2014	Nagasaki-shi	795
General furniture	2014	Nagasaki-shi	111
Interior furnishings & decorations	2014	Nagasaki-shi	419
Bedding	2014	Nagasaki-shi	401
Domestic utensils	2014	Nagasaki-shi	1456
Domestic non-durable goods	2014	Nagasaki-shi	1825
Domestic services	2014	Nagasaki-shi	441
Clothing & footwear	2014	Nagasaki-shi	7363
Japanese clothing	2014	Nagasaki-shi	11
Clothing	2014	Nagasaki-shi	2771
Shirts & sweaters	2014	Nagasaki-shi	1535
Underwear	2014	Nagasaki-shi	719
Cloth & thread	2014	Nagasaki-shi	123
Other clothing	2014	Nagasaki-shi	669
Footwear	2014	Nagasaki-shi	1137
Services related to clothing	2014	Nagasaki-shi	398
Medical care	2014	Nagasaki-shi	7684
Medicines	2014	Nagasaki-shi	1667
Health fortification	2014	Nagasaki-shi	1032
Medical supplies & appliances	2014	Nagasaki-shi	1198
Medical services	2014	Nagasaki-shi	3787
Transportation & communication	2014	Nagasaki-shi	34601
Public transportation	2014	Nagasaki-shi	6390
Private transportation	2014	Nagasaki-shi	18588
Purchase of vehicles	2014	Nagasaki-shi	7864
Purchase of bicycles	2014	Nagasaki-shi	31
Maintenance of vehicles	2014	Nagasaki-shi	10693
Communication	2014	Nagasaki-shi	9623
Education	2014	Nagasaki-shi	3098
Culture & recreation	2014	Nagasaki-shi	17859
Recreational durable goods	2014	Nagasaki-shi	881
Recreational goods	2014	Nagasaki-shi	3625
Books & other reading materials	2014	Nagasaki-shi	2550
Recreational services	2014	Nagasaki-shi	10803
Accommodation services	2014	Nagasaki-shi	990
Package tours	2014	Nagasaki-shi	2814
Lesson fees	2014	Nagasaki-shi	1380
Other recreational services	2014	Nagasaki-shi	5619
Other consumption expenditures	2014	Nagasaki-shi	43621
Miscellaneous	2014	Nagasaki-shi	15923
Personal care services	2014	Nagasaki-shi	2098
Personal care goods	2014	Nagasaki-shi	3439
Personal effects	2014	Nagasaki-shi	688
Tobacco	2014	Nagasaki-shi	1359
Other miscellaneous	2014	Nagasaki-shi	8341
Pocket money (of which, detailed uses unknown)	2014	Nagasaki-shi	4463
Social expenses	2014	Nagasaki-shi	21786
Other goods & services	2014	Nagasaki-shi	622
Money gifts	2014	Nagasaki-shi	10270
Other social expenses	2014	Nagasaki-shi	2509
Remittance	2014	Nagasaki-shi	1448
(Regrouped) Expenses for education	2014	Nagasaki-shi	5588
(Regrouped) Expenses for culture & recreation	2014	Nagasaki-shi	24134
(Regrouped) Intel exchange	2014	Nagasaki-shi	12027
(Regrouped) Expense (except housing)	2014	Nagasaki-shi	171694
(Regrouped) Sum of Goods & Services 1)	2014	Nagasaki-shi	193988
Goods (commodities)	2014	Nagasaki-shi	110675
Durable goods	2014	Nagasaki-shi	14787
Semi-durable goods	2014	Nagasaki-shi	14169
Non-durable goods	2014	Nagasaki-shi	81719
Services	2014	Nagasaki-shi	83313
Expenditures in kind	2014	Nagasaki-shi	4047
Homemade	2014	Nagasaki-shi	148
Engel's coefficient (%)	2014	Nagasaki-shi	24.7
Distribution of households	2014	Kumamoto-shi	80
Num. of tabulated households	2014	Kumamoto-shi	102
Num. of persons per household (persons)	2014	Kumamoto-shi	2.05
Num. of earners per household (persons)	2014	Kumamoto-shi	0.83
Age of household heads (years old)	2014	Kumamoto-shi	57
Rate of owned dwellings (%)	2014	Kumamoto-shi	52.5
Rate of rented dwellings & land (%)	2014	Kumamoto-shi	44.3
Consumption expenditures	2014	Kumamoto-shi	221182
Food	2014	Kumamoto-shi	48644
Cereals	2014	Kumamoto-shi	3881
Rice	2014	Kumamoto-shi	1243
Bread	2014	Kumamoto-shi	1468
Noodles	2014	Kumamoto-shi	890
Other cereals	2014	Kumamoto-shi	280
Fish & shellfish	2014	Kumamoto-shi	3339
Raw fish & shellfish	2014	Kumamoto-shi	1989
Salted & dried fish	2014	Kumamoto-shi	525
Fish-paste products	2014	Kumamoto-shi	485
Other processed fish	2014	Kumamoto-shi	340
Meat	2014	Kumamoto-shi	4292
Raw meat	2014	Kumamoto-shi	3473
Processed meat	2014	Kumamoto-shi	819
Dairy products & eggs	2014	Kumamoto-shi	2061
Fresh milk	2014	Kumamoto-shi	747
Dairy products	2014	Kumamoto-shi	787
Eggs	2014	Kumamoto-shi	526
Vegetables & seaweeds	2014	Kumamoto-shi	4518
Fresh vegetables	2014	Kumamoto-shi	2881
Dried vegetables & seaweeds	2014	Kumamoto-shi	376
Soybean products	2014	Kumamoto-shi	655
Other processed vegetables & seaweeds	2014	Kumamoto-shi	607
Fruits	2014	Kumamoto-shi	1282
Fresh fruits	2014	Kumamoto-shi	1177
Processed fruits	2014	Kumamoto-shi	105
Oils, fats & seasonings	2014	Kumamoto-shi	2087
Oils & fats	2014	Kumamoto-shi	240
Seasonings	2014	Kumamoto-shi	1847
Cakes & candies	2014	Kumamoto-shi	3439
Cooked food	2014	Kumamoto-shi	7631
Cooked food with rice, bread or noodles	2014	Kumamoto-shi	3790
Other cooked food	2014	Kumamoto-shi	3841
Beverages	2014	Kumamoto-shi	2834
Tea	2014	Kumamoto-shi	727
Coffee & cocoa	2014	Kumamoto-shi	556
Other beverages	2014	Kumamoto-shi	1551
Alcoholic beverages	2014	Kumamoto-shi	3121
Meals outside the home	2014	Kumamoto-shi	10159
Eating out	2014	Kumamoto-shi	9401
School lunch	2014	Kumamoto-shi	757
Charges for board	2014	Kumamoto-shi	0
Housing	2014	Kumamoto-shi	28254
Rents for dwelling & land	2014	Kumamoto-shi	21379
Repairs & maintenance	2014	Kumamoto-shi	6875
Tools & materials for repairs & maintenance	2014	Kumamoto-shi	2457
Service charges for repairs & maintenance	2014	Kumamoto-shi	4418
Fuel, light & water charges	2014	Kumamoto-shi	16075
Electricity	2014	Kumamoto-shi	7691
Gas	2014	Kumamoto-shi	4271
Other fuel & light	2014	Kumamoto-shi	667
Water & sewerage charges	2014	Kumamoto-shi	3446
Furniture & household utensils	2014	Kumamoto-shi	7973
Household durable goods	2014	Kumamoto-shi	2818
Durable goods assisting housework	2014	Kumamoto-shi	1578
Heating & cooling appliances	2014	Kumamoto-shi	534
General furniture	2014	Kumamoto-shi	705
Interior furnishings & decorations	2014	Kumamoto-shi	662
Bedding	2014	Kumamoto-shi	851
Domestic utensils	2014	Kumamoto-shi	1427
Domestic non-durable goods	2014	Kumamoto-shi	1740
Domestic services	2014	Kumamoto-shi	474
Clothing & footwear	2014	Kumamoto-shi	10003
Japanese clothing	2014	Kumamoto-shi	13
Clothing	2014	Kumamoto-shi	5137
Shirts & sweaters	2014	Kumamoto-shi	2154
Underwear	2014	Kumamoto-shi	681
Cloth & thread	2014	Kumamoto-shi	54
Other clothing	2014	Kumamoto-shi	708
Footwear	2014	Kumamoto-shi	932
Services related to clothing	2014	Kumamoto-shi	324
Medical care	2014	Kumamoto-shi	8053
Medicines	2014	Kumamoto-shi	1483
Health fortification	2014	Kumamoto-shi	1070
Medical supplies & appliances	2014	Kumamoto-shi	1288
Medical services	2014	Kumamoto-shi	4211
Transportation & communication	2014	Kumamoto-shi	23703
Public transportation	2014	Kumamoto-shi	2470
Private transportation	2014	Kumamoto-shi	11315
Purchase of vehicles	2014	Kumamoto-shi	1522
Purchase of bicycles	2014	Kumamoto-shi	946
Maintenance of vehicles	2014	Kumamoto-shi	8847
Communication	2014	Kumamoto-shi	9918
Education	2014	Kumamoto-shi	5475
Culture & recreation	2014	Kumamoto-shi	18959
Recreational durable goods	2014	Kumamoto-shi	1486
Recreational goods	2014	Kumamoto-shi	3883
Books & other reading materials	2014	Kumamoto-shi	2415
Recreational services	2014	Kumamoto-shi	11175
Accommodation services	2014	Kumamoto-shi	1229
Package tours	2014	Kumamoto-shi	1118
Lesson fees	2014	Kumamoto-shi	2214
Other recreational services	2014	Kumamoto-shi	6614
Other consumption expenditures	2014	Kumamoto-shi	54043
Miscellaneous	2014	Kumamoto-shi	18871
Personal care services	2014	Kumamoto-shi	2302
Personal care goods	2014	Kumamoto-shi	4482
Personal effects	2014	Kumamoto-shi	2607
Tobacco	2014	Kumamoto-shi	1095
Other miscellaneous	2014	Kumamoto-shi	8386
Pocket money (of which, detailed uses unknown)	2014	Kumamoto-shi	4802
Social expenses	2014	Kumamoto-shi	25160
Other goods & services	2014	Kumamoto-shi	779
Money gifts	2014	Kumamoto-shi	13967
Other social expenses	2014	Kumamoto-shi	1280
Remittance	2014	Kumamoto-shi	5211
(Regrouped) Expenses for education	2014	Kumamoto-shi	11720
(Regrouped) Expenses for culture & recreation	2014	Kumamoto-shi	21893
(Regrouped) Intel exchange	2014	Kumamoto-shi	11817
(Regrouped) Expense (except housing)	2014	Kumamoto-shi	172228
(Regrouped) Sum of Goods & Services 1)	2014	Kumamoto-shi	195922
Goods (commodities)	2014	Kumamoto-shi	108348
Durable goods	2014	Kumamoto-shi	9394
Semi-durable goods	2014	Kumamoto-shi	21660
Non-durable goods	2014	Kumamoto-shi	77294
Services	2014	Kumamoto-shi	87574
Expenditures in kind	2014	Kumamoto-shi	7418
Homemade	2014	Kumamoto-shi	95
Engel's coefficient (%)	2014	Kumamoto-shi	22
Distribution of households	2014	Oita-shi	38
Num. of tabulated households	2014	Oita-shi	102
Num. of persons per household (persons)	2014	Oita-shi	2.36
Num. of earners per household (persons)	2014	Oita-shi	1.05
Age of household heads (years old)	2014	Oita-shi	58.2
Rate of owned dwellings (%)	2014	Oita-shi	76.7
Rate of rented dwellings & land (%)	2014	Oita-shi	23.4
Consumption expenditures	2014	Oita-shi	236304
Food	2014	Oita-shi	54860
Cereals	2014	Oita-shi	4375
Rice	2014	Oita-shi	1360
Bread	2014	Oita-shi	1741
Noodles	2014	Oita-shi	956
Other cereals	2014	Oita-shi	318
Fish & shellfish	2014	Oita-shi	4433
Raw fish & shellfish	2014	Oita-shi	2745
Salted & dried fish	2014	Oita-shi	682
Fish-paste products	2014	Oita-shi	535
Other processed fish	2014	Oita-shi	470
Meat	2014	Oita-shi	5918
Raw meat	2014	Oita-shi	4958
Processed meat	2014	Oita-shi	961
Dairy products & eggs	2014	Oita-shi	2362
Fresh milk	2014	Oita-shi	775
Dairy products	2014	Oita-shi	962
Eggs	2014	Oita-shi	624
Vegetables & seaweeds	2014	Oita-shi	6239
Fresh vegetables	2014	Oita-shi	4094
Dried vegetables & seaweeds	2014	Oita-shi	532
Soybean products	2014	Oita-shi	815
Other processed vegetables & seaweeds	2014	Oita-shi	798
Fruits	2014	Oita-shi	2158
Fresh fruits	2014	Oita-shi	1994
Processed fruits	2014	Oita-shi	164
Oils, fats & seasonings	2014	Oita-shi	2428
Oils & fats	2014	Oita-shi	243
Seasonings	2014	Oita-shi	2185
Cakes & candies	2014	Oita-shi	4087
Cooked food	2014	Oita-shi	6950
Cooked food with rice, bread or noodles	2014	Oita-shi	3252
Other cooked food	2014	Oita-shi	3698
Beverages	2014	Oita-shi	3456
Tea	2014	Oita-shi	824
Coffee & cocoa	2014	Oita-shi	906
Other beverages	2014	Oita-shi	1727
Alcoholic beverages	2014	Oita-shi	2339
Meals outside the home	2014	Oita-shi	10114
Eating out	2014	Oita-shi	9321
School lunch	2014	Oita-shi	793
Charges for board	2014	Oita-shi	0
Housing	2014	Oita-shi	16132
Rents for dwelling & land	2014	Oita-shi	9456
Repairs & maintenance	2014	Oita-shi	6676
Tools & materials for repairs & maintenance	2014	Oita-shi	2636
Service charges for repairs & maintenance	2014	Oita-shi	4040
Fuel, light & water charges	2014	Oita-shi	18956
Electricity	2014	Oita-shi	9147
Gas	2014	Oita-shi	4730
Other fuel & light	2014	Oita-shi	942
Water & sewerage charges	2014	Oita-shi	4137
Furniture & household utensils	2014	Oita-shi	7633
Household durable goods	2014	Oita-shi	2038
Durable goods assisting housework	2014	Oita-shi	1027
Heating & cooling appliances	2014	Oita-shi	751
General furniture	2014	Oita-shi	260
Interior furnishings & decorations	2014	Oita-shi	885
Bedding	2014	Oita-shi	508
Domestic utensils	2014	Oita-shi	1641
Domestic non-durable goods	2014	Oita-shi	1907
Domestic services	2014	Oita-shi	654
Clothing & footwear	2014	Oita-shi	8798
Japanese clothing	2014	Oita-shi	72
Clothing	2014	Oita-shi	3227
Shirts & sweaters	2014	Oita-shi	2074
Underwear	2014	Oita-shi	761
Cloth & thread	2014	Oita-shi	115
Other clothing	2014	Oita-shi	730
Footwear	2014	Oita-shi	1249
Services related to clothing	2014	Oita-shi	570
Medical care	2014	Oita-shi	8622
Medicines	2014	Oita-shi	1899
Health fortification	2014	Oita-shi	1131
Medical supplies & appliances	2014	Oita-shi	1274
Medical services	2014	Oita-shi	4319
Transportation & communication	2014	Oita-shi	36839
Public transportation	2014	Oita-shi	2421
Private transportation	2014	Oita-shi	23068
Purchase of vehicles	2014	Oita-shi	6383
Purchase of bicycles	2014	Oita-shi	140
Maintenance of vehicles	2014	Oita-shi	16544
Communication	2014	Oita-shi	11350
Education	2014	Oita-shi	5973
Culture & recreation	2014	Oita-shi	24755
Recreational durable goods	2014	Oita-shi	1431
Recreational goods	2014	Oita-shi	4521
Books & other reading materials	2014	Oita-shi	3365
Recreational services	2014	Oita-shi	15439
Accommodation services	2014	Oita-shi	1023
Package tours	2014	Oita-shi	2765
Lesson fees	2014	Oita-shi	3105
Other recreational services	2014	Oita-shi	8546
Other consumption expenditures	2014	Oita-shi	53736
Miscellaneous	2014	Oita-shi	19215
Personal care services	2014	Oita-shi	2763
Personal care goods	2014	Oita-shi	3615
Personal effects	2014	Oita-shi	1360
Tobacco	2014	Oita-shi	1399
Other miscellaneous	2014	Oita-shi	10079
Pocket money (of which, detailed uses unknown)	2014	Oita-shi	8353
Social expenses	2014	Oita-shi	20458
Other goods & services	2014	Oita-shi	319
Money gifts	2014	Oita-shi	8565
Other social expenses	2014	Oita-shi	3275
Remittance	2014	Oita-shi	5709
(Regrouped) Expenses for education	2014	Oita-shi	11827
(Regrouped) Expenses for culture & recreation	2014	Oita-shi	27117
(Regrouped) Intel exchange	2014	Oita-shi	15189
(Regrouped) Expense (except housing)	2014	Oita-shi	199515
(Regrouped) Sum of Goods & Services 1)	2014	Oita-shi	210403
Goods (commodities)	2014	Oita-shi	122706
Durable goods	2014	Oita-shi	13785
Semi-durable goods	2014	Oita-shi	18213
Non-durable goods	2014	Oita-shi	90709
Services	2014	Oita-shi	87696
Expenditures in kind	2014	Oita-shi	6467
Homemade	2014	Oita-shi	214
Engel's coefficient (%)	2014	Oita-shi	23.2
Distribution of households	2014	Miyazaki-shi	35
Num. of tabulated households	2014	Miyazaki-shi	99
Num. of persons per household (persons)	2014	Miyazaki-shi	2.21
Num. of earners per household (persons)	2014	Miyazaki-shi	0.87
Age of household heads (years old)	2014	Miyazaki-shi	61.4
Rate of owned dwellings (%)	2014	Miyazaki-shi	76.2
Rate of rented dwellings & land (%)	2014	Miyazaki-shi	20.8
Consumption expenditures	2014	Miyazaki-shi	214434
Food	2014	Miyazaki-shi	49843
Cereals	2014	Miyazaki-shi	4125
Rice	2014	Miyazaki-shi	1392
Bread	2014	Miyazaki-shi	1473
Noodles	2014	Miyazaki-shi	971
Other cereals	2014	Miyazaki-shi	289
Fish & shellfish	2014	Miyazaki-shi	4056
Raw fish & shellfish	2014	Miyazaki-shi	2338
Salted & dried fish	2014	Miyazaki-shi	737
Fish-paste products	2014	Miyazaki-shi	465
Other processed fish	2014	Miyazaki-shi	516
Meat	2014	Miyazaki-shi	5050
Raw meat	2014	Miyazaki-shi	4059
Processed meat	2014	Miyazaki-shi	990
Dairy products & eggs	2014	Miyazaki-shi	2453
Fresh milk	2014	Miyazaki-shi	866
Dairy products	2014	Miyazaki-shi	1084
Eggs	2014	Miyazaki-shi	503
Vegetables & seaweeds	2014	Miyazaki-shi	5732
Fresh vegetables	2014	Miyazaki-shi	3812
Dried vegetables & seaweeds	2014	Miyazaki-shi	456
Soybean products	2014	Miyazaki-shi	763
Other processed vegetables & seaweeds	2014	Miyazaki-shi	701
Fruits	2014	Miyazaki-shi	2025
Fresh fruits	2014	Miyazaki-shi	1891
Processed fruits	2014	Miyazaki-shi	134
Oils, fats & seasonings	2014	Miyazaki-shi	2710
Oils & fats	2014	Miyazaki-shi	257
Seasonings	2014	Miyazaki-shi	2453
Cakes & candies	2014	Miyazaki-shi	3565
Cooked food	2014	Miyazaki-shi	6816
Cooked food with rice, bread or noodles	2014	Miyazaki-shi	3102
Other cooked food	2014	Miyazaki-shi	3714
Beverages	2014	Miyazaki-shi	2950
Tea	2014	Miyazaki-shi	905
Coffee & cocoa	2014	Miyazaki-shi	489
Other beverages	2014	Miyazaki-shi	1556
Alcoholic beverages	2014	Miyazaki-shi	2216
Meals outside the home	2014	Miyazaki-shi	8145
Eating out	2014	Miyazaki-shi	7566
School lunch	2014	Miyazaki-shi	579
Charges for board	2014	Miyazaki-shi	0
Housing	2014	Miyazaki-shi	15150
Rents for dwelling & land	2014	Miyazaki-shi	9541
Repairs & maintenance	2014	Miyazaki-shi	5610
Tools & materials for repairs & maintenance	2014	Miyazaki-shi	1332
Service charges for repairs & maintenance	2014	Miyazaki-shi	4278
Fuel, light & water charges	2014	Miyazaki-shi	16020
Electricity	2014	Miyazaki-shi	7587
Gas	2014	Miyazaki-shi	3923
Other fuel & light	2014	Miyazaki-shi	885
Water & sewerage charges	2014	Miyazaki-shi	3624
Furniture & household utensils	2014	Miyazaki-shi	8865
Household durable goods	2014	Miyazaki-shi	1992
Durable goods assisting housework	2014	Miyazaki-shi	1084
Heating & cooling appliances	2014	Miyazaki-shi	658
General furniture	2014	Miyazaki-shi	250
Interior furnishings & decorations	2014	Miyazaki-shi	678
Bedding	2014	Miyazaki-shi	728
Domestic utensils	2014	Miyazaki-shi	2102
Domestic non-durable goods	2014	Miyazaki-shi	2259
Domestic services	2014	Miyazaki-shi	1105
Clothing & footwear	2014	Miyazaki-shi	8331
Japanese clothing	2014	Miyazaki-shi	132
Clothing	2014	Miyazaki-shi	2307
Shirts & sweaters	2014	Miyazaki-shi	2213
Underwear	2014	Miyazaki-shi	834
Cloth & thread	2014	Miyazaki-shi	253
Other clothing	2014	Miyazaki-shi	705
Footwear	2014	Miyazaki-shi	1294
Services related to clothing	2014	Miyazaki-shi	594
Medical care	2014	Miyazaki-shi	11491
Medicines	2014	Miyazaki-shi	2259
Health fortification	2014	Miyazaki-shi	1361
Medical supplies & appliances	2014	Miyazaki-shi	1979
Medical services	2014	Miyazaki-shi	5892
Transportation & communication	2014	Miyazaki-shi	33612
Public transportation	2014	Miyazaki-shi	3052
Private transportation	2014	Miyazaki-shi	20888
Purchase of vehicles	2014	Miyazaki-shi	5704
Purchase of bicycles	2014	Miyazaki-shi	128
Maintenance of vehicles	2014	Miyazaki-shi	15056
Communication	2014	Miyazaki-shi	9673
Education	2014	Miyazaki-shi	3807
Culture & recreation	2014	Miyazaki-shi	20402
Recreational durable goods	2014	Miyazaki-shi	977
Recreational goods	2014	Miyazaki-shi	4246
Books & other reading materials	2014	Miyazaki-shi	2782
Recreational services	2014	Miyazaki-shi	12397
Accommodation services	2014	Miyazaki-shi	785
Package tours	2014	Miyazaki-shi	2374
Lesson fees	2014	Miyazaki-shi	1512
Other recreational services	2014	Miyazaki-shi	7725
Other consumption expenditures	2014	Miyazaki-shi	46912
Miscellaneous	2014	Miyazaki-shi	18352
Personal care services	2014	Miyazaki-shi	2005
Personal care goods	2014	Miyazaki-shi	3376
Personal effects	2014	Miyazaki-shi	681
Tobacco	2014	Miyazaki-shi	538
Other miscellaneous	2014	Miyazaki-shi	11752
Pocket money (of which, detailed uses unknown)	2014	Miyazaki-shi	5306
Social expenses	2014	Miyazaki-shi	20078
Other goods & services	2014	Miyazaki-shi	379
Money gifts	2014	Miyazaki-shi	10662
Other social expenses	2014	Miyazaki-shi	1601
Remittance	2014	Miyazaki-shi	3176
(Regrouped) Expenses for education	2014	Miyazaki-shi	7325
(Regrouped) Expenses for culture & recreation	2014	Miyazaki-shi	22199
